Bioassay ID,Matched set ID,Source 1 citation,Source 1 type,Source 2 citation,Source 2 type,Source 3 citation,Source 3 type,Source 4 citation,Source 4 type,Capture method 1,Capture method 2,Capture method 3,Capture method 4,Start month,Start year,End month,End year,Publication year,Complex/Subgroup,Generation,Test protocol,Insecticide tested,Insecticide class,Concentration (%),Concentration (µg),Exposure period (min),Intensity (multiplier),No. mosquitoes tested,No. mosquitoes dead,Percent mortality,Country,Site type,Site name,Latitude,Longitude,Admin level,GAUL code
41342,96,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,60,Zambia,polygon,Samfya,NA,NA,2,65204
41343,96,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,86,Zambia,polygon,Samfya,NA,NA,2,65204
41344,96,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,67,Zambia,polygon,Samfya,NA,NA,2,65204
41165,100,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,51,NR,14,Mali,polygon,Yanfolila,NA,NA,2,19414
41167,100,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,52,NR,46,Mali,polygon,Yanfolila,NA,NA,2,19414
41169,100,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,51,NR,47,Mali,polygon,Yanfolila,NA,NA,2,19414
41173,100,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2015,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,47,NR,64,Mali,polygon,Yanfolila,NA,NA,2,19414
41736,103,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,56,Uganda,polygon,Apac,NA,NA,1,746
41737,103,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,26,NR,73.1,Uganda,polygon,Apac,NA,NA,1,746
41738,103,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,29,NR,86.2,Uganda,polygon,Apac,NA,NA,1,746
41739,103,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,25,NR,92,Uganda,polygon,Apac,NA,NA,1,746
41584,111,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,NR,NR,77,Nigeria,polygon,Bodinga,NA,NA,2,23079
41585,111,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
41586,111,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
41587,111,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
41646,120,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,22,NR,77.3,Uganda,polygon,Hoima,NA,NA,2,3112
41647,120,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,24,NR,83.3,Uganda,polygon,Hoima,NA,NA,2,3112
41648,120,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,20,NR,95,Uganda,polygon,Hoima,NA,NA,2,3112
41649,120,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,20,NR,100,Uganda,polygon,Hoima,NA,NA,1,3112
41712,125,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,52,NR,90.4,Uganda,polygon,Katakwi,NA,NA,1,47078
41713,125,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,51,NR,100,Uganda,polygon,Katakwi,NA,NA,2,47078
41714,125,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,55,NR,100,Uganda,polygon,Katakwi,NA,NA,2,47078
41715,125,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,54,NR,100,Uganda,polygon,Katakwi,NA,NA,2,47078
41653,126,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,19,NR,89.5,Uganda,polygon,Katakwi,NA,NA,1,47078
41654,126,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,20,NR,100,Uganda,polygon,Katakwi,NA,NA,1,47078
41655,126,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,18,NR,100,Uganda,polygon,Katakwi,NA,NA,1,47078
41724,129,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,76,Uganda,polygon,Kitgum,NA,NA,1,763
41725,129,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,25,NR,92,Uganda,polygon,Kitgum,NA,NA,1,763
41726,129,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,25,NR,100,Uganda,polygon,Kitgum,NA,NA,1,763
41727,129,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,25,NR,100,Uganda,polygon,Kitgum,NA,NA,1,763
41660,130,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,60,Uganda,polygon,Kitgum,NA,NA,1,763
41661,130,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,25,NR,92,Uganda,polygon,Kitgum,NA,NA,1,763
41662,130,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,25,NR,96,Uganda,polygon,Kitgum,NA,NA,1,763
41663,130,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,25,NR,100,Uganda,polygon,Kitgum,NA,NA,1,763
41684,132,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,80,Uganda,polygon,Lira,NA,NA,1,1370
41685,132,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,25,NR,96,Uganda,polygon,Lira,NA,NA,1,1370
41686,132,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,25,NR,100,Uganda,polygon,Lira,NA,NA,1,1370
41687,132,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,25,NR,100,Uganda,polygon,Lira,NA,NA,1,1370
41462,133,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,100,NR,96,Nigeria,polygon,Misau,NA,NA,2,22673
41570,133,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,100,Nigeria,polygon,Misau,NA,NA,2,22673
41572,133,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,100,Nigeria,polygon,Misau,NA,NA,2,22673
41574,133,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,100,Nigeria,polygon,Misau,NA,NA,2,22673
41478,139,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,100,NR,46,Nigeria,polygon,Ohaukwu,NA,NA,2,22771
41561,139,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,40,Nigeria,polygon,Ohaukwu,NA,NA,2,22771
41562,139,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,92,Nigeria,polygon,Ohaukwu,NA,NA,2,22771
41563,139,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,95,Nigeria,polygon,Ohaukwu,NA,NA,2,22771
41844,141,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,NR,NR,48,Zambia,polygon,Samfya,NA,NA,2,65204
41845,141,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,56,Zambia,polygon,Samfya,NA,NA,2,65204
41846,141,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,70,Zambia,polygon,Samfya,NA,NA,2,65204
41847,141,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2015,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,74,Zambia,polygon,Samfya,NA,NA,2,65204
41469,142,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,100,NR,97,Nigeria,polygon,Shira,NA,NA,2,22676
41571,142,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,100,Nigeria,polygon,Shira,NA,NA,2,22676
41573,142,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,100,Nigeria,polygon,Shira,NA,NA,2,22676
41575,142,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,100,Nigeria,polygon,Shira,NA,NA,2,22676
41748,144,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,84,Uganda,polygon,Soroti,NA,NA,2,28537
41749,144,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,25,NR,88,Uganda,polygon,Soroti,NA,NA,2,28537
41750,144,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,25,NR,100,Uganda,polygon,Soroti,NA,NA,2,28537
41751,144,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Funestus Subgroup,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,26,NR,100,Uganda,polygon,Soroti,NA,NA,2,28537
41692,145,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,26,NR,70.2,Uganda,polygon,Soroti,NA,NA,2,28537
41693,145,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,26,NR,80.8,Uganda,polygon,Soroti,NA,NA,2,28537
41694,145,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,26,NR,100,Uganda,polygon,Soroti,NA,NA,2,28537
41695,145,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,27,NR,100,Uganda,polygon,Soroti,NA,NA,2,28537
41700,147,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,NR,NR,99,Uganda,polygon,Tororo,NA,NA,2,28542
41701,147,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,NR,NR,98,Uganda,polygon,Tororo,NA,NA,2,28542
41702,147,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,NR,NR,100,Uganda,polygon,Tororo,NA,NA,2,28542
41703,147,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,NR,NR,100,Uganda,polygon,Tororo,NA,NA,2,28542
41390,148,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),deltamethrin,pyrethroid,0.05,NA,NR,1,100,NR,68,Madagascar,polygon,Vavatenina,NA,NA,2,19273
41407,148,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),deltamethrin,pyrethroid,0.25,NA,NR,5,100,NR,100,Madagascar,polygon,Vavatenina,NA,NA,2,19273
41410,148,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,WHO Bioassay (version unknown),deltamethrin,pyrethroid,NR,NA,NR,NR,50,NR,58,Madagascar,polygon,Vavatenina,NA,NA,2,19273
41668,149,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,25,NR,36,Uganda,polygon,Wakiso,NA,NA,1,42200
41669,149,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,25,NR,92,Uganda,polygon,Wakiso,NA,NA,1,42200
41670,149,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,25,NR,100,Uganda,polygon,Wakiso,NA,NA,1,42200
41671,149,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,25,NR,100,Uganda,polygon,Wakiso,NA,NA,1,42200
41425,151,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,100,NR,23,Mali,polygon,Yanfolila,NA,NA,2,19414
41426,151,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,99,NR,36,Mali,polygon,Yanfolila,NA,NA,2,19414
41427,151,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,100,NR,51,Mali,polygon,Yanfolila,NA,NA,2,19414
41428,151,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,2016,NR,2016,NA,Gambiae Complex,NR,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,100,NR,64,Mali,polygon,Yanfolila,NA,NA,2,19414
42015,165,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,12.5,NR,1,100,NR,80,Nigeria,polygon,Bodinga,NA,NA,2,23079
42067,165,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,25,NR,2,100,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
42068,165,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,62.5,NR,5,100,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
42069,165,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,CDC Bottle Bioassay,deltamethrin,pyrethroid,NA,125,NR,10,100,NR,100,Nigeria,polygon,Bodinga,NA,NA,2,23079
41862,185,"Fornadel C, President's Malaria Initiative (2018) personal communication",personal comm.,NA,NA,NA,NA,NA,NA,Larval collection,NA,NA,NA,NR,2017,NR,2017,NA,Gambiae Complex,F0,WHO Bioassay (version unknown),deltamethrin,pyrethroid,0.05,NA,NR,1,100,NR,20.4,Ethiopia,polygon,Jimma,NA,NA,2,40822
