lat,lon,GLDAS_NOAH10_M_2_1_SoilMoi10_40cm_inst
44.5,-119.5,78.52142
44.5,-118.5,68.27163
44.5,-117.5,74.629425
44.5,-116.5,71.81622
44.5,-115.5,64.504395
44.5,-114.5,57.973015
44.5,-113.5,51.003216
44.5,-112.5,51.7327
44.5,-111.5,62.13564
44.5,-110.5,61.018795
44.5,-109.5,54.418915
44.5,-108.5,68.427185
44.5,-107.5,50.220654
44.5,-106.5,51.962242
44.5,-105.5,52.302204
44.5,-104.5,48.458252
44.5,-103.5,52.157944
44.5,-102.5,75.11623
44.5,-101.5,76.57481
44.5,-100.5,77.54662
44.5,-99.5,54.896996
44.5,-98.5,55.994198
44.5,-97.5,71.70414
44.5,-96.5,60.763485
44.5,-95.5,81.86165
44.5,-94.5,87.772
44.5,-93.5,82.15131
44.5,-92.5,92.98141
44.5,-91.5,96.12298
44.5,-90.5,101.31768
44.5,-89.5,82.691864
44.5,-88.5,79.04337
44.5,-85.5,46.18494
44.5,-84.5,44.74665
44.5,-83.5,91.6589
44.5,-80.5,86.01738
44.5,-79.5,86.516785
44.5,-78.5,85.796234
44.5,-77.5,86.70258
44.5,-76.5,93.60596
44.5,-75.5,91.976166
44.5,-74.5,92.722664
44.5,-73.5,94.573395
44.5,-72.5,94.86564
44.5,-71.5,93.67055
44.5,-70.5,93.76994
44.5,-69.5,95.45009
44.5,-68.5,91.867805
44.5,-65.5,94.7262
44.5,-64.5,96.45071
44.5,-0.5,59.942184
44.5,0.5,71.19958
44.5,1.5,93.84919
44.5,2.5,75.76267
44.5,3.5,68.8807
44.5,4.5,86.85217
44.5,5.5,91.737045
44.5,6.5,101.54759
44.5,7.5,81.21428
44.5,8.5,77.85505
44.5,9.5,90.87919
44.5,10.5,91.82547
44.5,11.5,86.33996
44.5,15.5,92.1209
44.5,16.5,95.19313
44.5,17.5,75.85988
44.5,18.5,78.34846
44.5,19.5,81.3582
44.5,20.5,74.195694
44.5,21.5,74.22982
44.5,22.5,76.47061
44.5,23.5,72.74155
44.5,24.5,73.187126
44.5,25.5,73.908554
44.5,26.5,70.45767
44.5,27.5,64.079704
44.5,28.5,64.2276
44.5,38.5,67.82883
44.5,39.5,73.6772
44.5,40.5,81.70708
44.5,41.5,81.13905
44.5,42.5,80.586494
44.5,43.5,80.90778
44.5,44.5,74.56964
44.5,45.5,70.183914
44.5,46.5,66.55451
44.5,51.5,66.21147
44.5,52.5,67.07162
44.5,53.5,84.56023
44.5,54.5,87.435196
44.5,55.5,90.39863
44.5,56.5,91.681725
44.5,57.5,91.83238
44.5,58.5,93.85111
44.5,60.5,96.807686
44.5,61.5,98.72195
44.5,62.5,34.99725
44.5,63.5,107.226234
44.5,64.5,99.7312
44.5,65.5,91.448425
44.5,66.5,88.38806
44.5,67.5,73.46601
44.5,68.5,109.38295
44.5,69.5,36.196186
44.5,70.5,34.55266
44.5,71.5,35.339993
44.5,72.5,81.4939
44.5,73.5,80.625534
44.5,74.5,73.85077
44.5,75.5,34.58723
44.5,76.5,61.61524
44.5,77.5,54.785908
44.5,78.5,48.559834
44.5,79.5,61.67928
44.5,80.5,54.93712
44.5,81.5,46.12505
44.5,82.5,70.92568
44.5,83.5,71.01422
44.5,84.5,59.435104
44.5,85.5,49.848957
44.5,86.5,51.163868
44.5,87.5,46.51042
44.5,88.5,30.948462
44.5,89.5,52.84787
44.5,90.5,52.925816
44.5,91.5,50.963066
44.5,92.5,50.56888
44.5,93.5,50.77667
44.5,94.5,49.845345
44.5,95.5,50.976273
44.5,96.5,51.966644
44.5,97.5,54.22081
44.5,98.5,62.27258
44.5,99.5,63.50286
44.5,100.5,63.9049
44.5,101.5,59.638405
44.5,102.5,63.655956
44.5,103.5,63.962955
44.5,104.5,62.720512
44.5,105.5,61.815395
44.5,106.5,61.075905
44.5,107.5,59.620167
44.5,108.5,58.990906
44.5,109.5,60.404007
44.5,110.5,54.55152
44.5,111.5,49.015316
44.5,112.5,38.300217
44.5,113.5,40.870106
44.5,114.5,39.161316
44.5,115.5,39.86618
44.5,116.5,39.157898
44.5,117.5,38.995846
44.5,118.5,39.567318
44.5,119.5,42.139862
44.5,120.5,43.457687
44.5,121.5,47.98387
44.5,122.5,61.82606
44.5,123.5,66.34839
44.5,124.5,67.324005
44.5,125.5,76.80676
44.5,126.5,82.72343
44.5,127.5,84.49877
44.5,128.5,73.81466
44.5,129.5,86.950516
44.5,130.5,72.9465
44.5,131.5,75.39379
44.5,132.5,80.796074
44.5,133.5,79.431274
44.5,134.5,81.579
44.5,135.5,83.28517
44.5,142.5,91.79713
45.5,-123.5,87.545334
45.5,-122.5,87.52904
45.5,-121.5,77.91013
45.5,-120.5,89.80113
45.5,-119.5,80.75403
45.5,-118.5,69.805084
45.5,-117.5,76.58413
45.5,-116.5,76.29078
45.5,-115.5,84.9732
45.5,-114.5,63.457333
45.5,-113.5,57.180527
45.5,-112.5,56.439564
45.5,-111.5,59.611492
45.5,-110.5,56.97177
45.5,-109.5,52.250618
45.5,-108.5,54.34394
45.5,-107.5,49.8539
45.5,-106.5,49.428482
45.5,-105.5,56.99024
45.5,-104.5,68.212654
45.5,-103.5,49.66421
45.5,-102.5,48.6845
45.5,-101.5,56.033146
45.5,-100.5,73.99467
45.5,-99.5,54.705257
45.5,-98.5,54.935875
45.5,-97.5,57.534554
45.5,-96.5,74.454254
45.5,-95.5,68.57804
45.5,-94.5,64.52356
45.5,-93.5,73.77574
45.5,-92.5,76.95719
45.5,-91.5,94.68054
45.5,-90.5,94.99116
45.5,-89.5,94.625336
45.5,-88.5,79.41088
45.5,-87.5,86.28254
45.5,-84.5,50.54825
45.5,-79.5,89.31301
45.5,-78.5,87.95324
45.5,-77.5,87.96775
45.5,-76.5,94.77889
45.5,-75.5,119.552986
45.5,-74.5,97.4991
45.5,-73.5,99.20188
45.5,-72.5,96.8861
45.5,-71.5,99.96397
45.5,-70.5,95.62216
45.5,-69.5,107.46377
45.5,-68.5,96.15125
45.5,-67.5,99.784454
45.5,-66.5,99.35928
45.5,-65.5,98.88701
45.5,-64.5,100.90023
45.5,-63.5,93.739784
45.5,-62.5,95.919876
45.5,-61.5,98.953926
45.5,-0.5,65.425545
45.5,0.5,77.29068
45.5,1.5,75.37262
45.5,2.5,76.54818
45.5,3.5,78.40615
45.5,4.5,81.18205
45.5,5.5,87.08349
45.5,6.5,91.92638
45.5,7.5,91.452515
45.5,8.5,110.54939
45.5,9.5,109.130035
45.5,10.5,106.55234
45.5,11.5,107.84016
45.5,12.5,101.29168
45.5,13.5,101.599396
45.5,14.5,100.627106
45.5,15.5,86.68224
45.5,16.5,83.99097
45.5,17.5,79.302185
45.5,18.5,77.489494
45.5,19.5,74.13369
45.5,20.5,71.664635
45.5,21.5,70.34449
45.5,22.5,78.36502
45.5,23.5,70.929596
45.5,24.5,76.18963
45.5,25.5,77.56469
45.5,26.5,74.82257
45.5,27.5,69.60401
45.5,28.5,63.335224
45.5,29.5,65.29528
45.5,33.5,56.824234
45.5,34.5,54.455597
45.5,38.5,72.42988
45.5,39.5,63.30978
45.5,40.5,64.995766
45.5,41.5,68.692024
45.5,42.5,68.34292
45.5,43.5,69.51421
45.5,44.5,69.02372
45.5,45.5,64.12249
45.5,46.5,63.116882
45.5,47.5,60.901623
45.5,53.5,88.38016
45.5,54.5,87.983376
45.5,55.5,97.43576
45.5,56.5,91.47612
45.5,57.5,91.30479
45.5,58.5,92.300674
45.5,60.5,93.53593
45.5,61.5,90.59942
45.5,62.5,82.16842
45.5,63.5,87.01538
45.5,64.5,81.361786
45.5,65.5,73.22751
45.5,66.5,73.24555
45.5,67.5,78.164986
45.5,68.5,65.508354
45.5,69.5,70.54845
45.5,70.5,70.552536
45.5,71.5,71.63979
45.5,72.5,69.0031
45.5,73.5,74.48642
45.5,74.5,83.53694
45.5,75.5,31.788477
45.5,76.5,35.0225
45.5,77.5,33.7602
45.5,78.5,54.65165
45.5,79.5,50.385815
45.5,80.5,53.989624
45.5,81.5,57.15796
45.5,82.5,56.209347
45.5,83.5,49.283604
45.5,84.5,62.61195
45.5,85.5,66.26443
45.5,86.5,34.297546
45.5,87.5,32.36555
45.5,88.5,57.13453
45.5,89.5,54.82604
45.5,90.5,51.002567
45.5,91.5,50.80386
45.5,92.5,51.305397
45.5,93.5,48.834064
45.5,94.5,57.525864
45.5,95.5,58.523808
45.5,96.5,48.74671
45.5,97.5,57.773117
45.5,98.5,63.965267
45.5,99.5,64.877075
45.5,100.5,65.16824
45.5,101.5,56.558887
45.5,102.5,54.40353
45.5,103.5,55.442856
45.5,104.5,54.024666
45.5,105.5,50.01877
45.5,106.5,48.24296
45.5,107.5,49.87682
45.5,108.5,43.410255
45.5,109.5,41.948635
45.5,110.5,41.546253
45.5,111.5,42.31897
45.5,112.5,41.37972
45.5,113.5,37.455883
45.5,114.5,35.900307
45.5,115.5,37.64488
45.5,116.5,39.372807
45.5,117.5,41.9494
45.5,118.5,42.058563
45.5,119.5,41.951912
45.5,120.5,42.01848
45.5,121.5,49.291
45.5,122.5,61.494305
45.5,123.5,56.31349
45.5,124.5,69.03396
45.5,125.5,70.951195
45.5,126.5,77.183426
45.5,127.5,76.46792
45.5,128.5,83.33224
45.5,129.5,72.0069
45.5,130.5,68.41592
45.5,131.5,71.25734
45.5,132.5,99.15662
45.5,133.5,97.96228
45.5,134.5,85.33411
45.5,135.5,83.28877
45.5,136.5,84.6833
46.5,-123.5,91.71691
46.5,-122.5,88.641365
46.5,-121.5,84.88237
46.5,-120.5,80.99454
46.5,-119.5,81.8031
46.5,-118.5,74.41483
46.5,-117.5,79.854706
46.5,-116.5,87.80413
46.5,-115.5,90.78662
46.5,-114.5,81.531
46.5,-113.5,64.92474
46.5,-112.5,62.16454
46.5,-111.5,60.237843
46.5,-110.5,55.32792
46.5,-109.5,55.396828
46.5,-108.5,56.093475
46.5,-107.5,55.656246
46.5,-106.5,53.30813
46.5,-105.5,60.77256
46.5,-104.5,58.69004
46.5,-103.5,57.547623
46.5,-102.5,49.60912
46.5,-101.5,53.32713
46.5,-100.5,54.770554
46.5,-99.5,55.623806
46.5,-98.5,56.29016
46.5,-97.5,59.17758
46.5,-96.5,72.615715
46.5,-95.5,61.03815
46.5,-94.5,68.89654
46.5,-93.5,76.66287
46.5,-92.5,78.379906
46.5,-91.5,74.33171
46.5,-90.5,101.54059
46.5,-89.5,83.824104
46.5,-88.5,88.317245
46.5,-87.5,84.09181
46.5,-86.5,87.75162
46.5,-85.5,51.07684
46.5,-84.5,88.8705
46.5,-83.5,87.02615
46.5,-82.5,85.65695
46.5,-81.5,83.78018
46.5,-80.5,86.112114
46.5,-79.5,88.661674
46.5,-78.5,88.39593
46.5,-77.5,77.93614
46.5,-76.5,78.57714
46.5,-75.5,93.20622
46.5,-74.5,92.320274
46.5,-73.5,92.72585
46.5,-72.5,95.144615
46.5,-71.5,102.49343
46.5,-70.5,101.649765
46.5,-69.5,106.98315
46.5,-68.5,106.91802
46.5,-67.5,101.241035
46.5,-66.5,99.10521
46.5,-65.5,95.25917
46.5,-64.5,97.93333
46.5,-60.5,97.93087
46.5,-1.5,66.92935
46.5,-0.5,64.22579
46.5,0.5,73.714905
46.5,1.5,71.78724
46.5,2.5,74.60453
46.5,3.5,81.87506
46.5,4.5,80.52231
46.5,5.5,88.59232
46.5,6.5,97.20247
46.5,7.5,94.95749
46.5,8.5,91.471
46.5,9.5,92.10982
46.5,10.5,91.14996
46.5,11.5,86.76761
46.5,12.5,95.87453
46.5,13.5,94.9385
46.5,14.5,88.91123
46.5,15.5,84.225876
46.5,16.5,80.23335
46.5,17.5,91.990135
46.5,18.5,84.94513
46.5,19.5,64.00957
46.5,20.5,82.82359
46.5,21.5,86.41126
46.5,22.5,83.60533
46.5,23.5,81.66084
46.5,24.5,84.093285
46.5,25.5,82.368515
46.5,26.5,78.62041
46.5,27.5,71.74185
46.5,28.5,64.7417
46.5,29.5,59.392475
46.5,30.5,63.254646
46.5,32.5,57.019676
46.5,33.5,55.24792
46.5,34.5,61.573513
46.5,35.5,67.76482
46.5,38.5,64.59352
46.5,39.5,61.703167
46.5,40.5,62.25007
46.5,41.5,66.13875
46.5,42.5,67.65965
46.5,43.5,63.54193
46.5,44.5,61.949455
46.5,45.5,59.59089
46.5,46.5,64.501144
46.5,47.5,60.289543
46.5,48.5,51.798935
46.5,49.5,72.44324
46.5,53.5,63.338642
46.5,54.5,83.44665
46.5,55.5,58.707478
46.5,56.5,61.41551
46.5,57.5,58.460175
46.5,58.5,48.96205
46.5,59.5,60.968052
46.5,60.5,91.94217
46.5,61.5,60.225437
46.5,62.5,65.28066
46.5,63.5,65.704636
46.5,64.5,80.11875
46.5,65.5,62.62496
46.5,66.5,53.122383
46.5,67.5,52.358986
46.5,68.5,54.702652
46.5,69.5,59.114674
46.5,70.5,63.139725
46.5,71.5,64.93139
46.5,72.5,65.622574
46.5,73.5,70.33367
46.5,75.5,39.750515
46.5,76.5,37.638702
46.5,77.5,80.20248
46.5,78.5,39.193413
46.5,79.5,37.372746
46.5,80.5,35.446026
46.5,81.5,83.194954
46.5,82.5,55.085712
46.5,83.5,46.303055
46.5,84.5,51.84594
46.5,85.5,66.3603
46.5,86.5,61.787933
46.5,87.5,59.704727
46.5,88.5,55.36177
46.5,89.5,55.93964
46.5,90.5,44.75925
46.5,91.5,44.298653
46.5,92.5,45.440548
46.5,93.5,49.953144
46.5,94.5,62.087605
46.5,95.5,56.178596
46.5,96.5,48.075096
46.5,97.5,51.373344
46.5,98.5,48.658283
46.5,99.5,51.225174
46.5,100.5,47.53458
46.5,101.5,41.988087
46.5,102.5,41.970936
46.5,103.5,44.190228
46.5,104.5,41.630863
46.5,105.5,39.83584
46.5,106.5,38.764397
46.5,107.5,39.0003
46.5,108.5,37.717804
46.5,109.5,38.39592
46.5,110.5,40.017387
46.5,111.5,40.347862
46.5,112.5,39.06975
46.5,113.5,36.20668
46.5,114.5,36.23119
46.5,115.5,37.77977
46.5,116.5,37.64807
46.5,117.5,39.97932
46.5,118.5,42.21529
46.5,119.5,41.411667
46.5,120.5,45.170177
46.5,121.5,48.442375
46.5,122.5,52.328632
46.5,123.5,65.52043
46.5,124.5,70.93354
46.5,125.5,61.73477
46.5,126.5,73.53856
46.5,127.5,74.078445
46.5,128.5,73.10715
46.5,129.5,86.20009
46.5,130.5,81.83962
46.5,131.5,79.706604
46.5,132.5,83.8548
46.5,133.5,96.62329
46.5,134.5,85.14702
46.5,135.5,87.471375
46.5,136.5,85.39806
46.5,137.5,86.33188
46.5,142.5,97.70895
47.5,-123.5,91.942154
47.5,-122.5,81.50489
47.5,-121.5,85.20717
47.5,-120.5,81.417595
47.5,-119.5,70.509605
47.5,-118.5,80.99666
47.5,-117.5,82.77332
47.5,-116.5,88.54638
47.5,-115.5,86.71445
47.5,-114.5,83.35438
47.5,-113.5,78.43223
47.5,-112.5,54.802486
47.5,-111.5,52.466564
47.5,-110.5,59.983128
47.5,-109.5,71.41155
47.5,-108.5,78.762024
47.5,-107.5,78.13124
47.5,-106.5,57.94662
47.5,-105.5,61.924232
47.5,-104.5,60.319374
47.5,-103.5,53.08966
47.5,-102.5,54.469616
47.5,-101.5,56.933613
47.5,-100.5,54.015823
47.5,-99.5,55.77706
47.5,-98.5,58.267353
47.5,-97.5,61.694073
47.5,-96.5,55.35377
47.5,-95.5,59.59784
47.5,-94.5,72.934784
47.5,-93.5,75.630905
47.5,-92.5,77.81504
47.5,-91.5,82.65897
47.5,-84.5,90.41085
47.5,-83.5,85.019585
47.5,-82.5,86.56505
47.5,-81.5,85.13278
47.5,-80.5,85.40014
47.5,-79.5,89.109116
47.5,-78.5,91.39596
47.5,-77.5,81.83818
47.5,-76.5,81.36055
47.5,-75.5,80.594826
47.5,-74.5,92.75089
47.5,-73.5,92.46071
47.5,-72.5,93.99491
47.5,-71.5,94.243
47.5,-70.5,91.05357
47.5,-69.5,100.26009
47.5,-68.5,98.44339
47.5,-67.5,99.31505
47.5,-66.5,99.78554
47.5,-65.5,101.85364
47.5,-55.5,100.83704
47.5,-53.5,101.92099
47.5,-2.5,64.941376
47.5,-1.5,64.31254
47.5,-0.5,68.04417
47.5,0.5,75.308044
47.5,1.5,77.4663
47.5,2.5,74.510956
47.5,3.5,74.01833
47.5,4.5,93.93643
47.5,5.5,80.086296
47.5,6.5,89.492836
47.5,7.5,91.82332
47.5,8.5,97.938644
47.5,9.5,99.472206
47.5,10.5,98.9206
47.5,11.5,98.69413
47.5,12.5,98.89792
47.5,13.5,98.64157
47.5,14.5,95.78406
47.5,15.5,92.69468
47.5,16.5,78.849915
47.5,17.5,98.67683
47.5,18.5,77.462074
47.5,19.5,94.803566
47.5,20.5,90.39585
47.5,21.5,88.33193
47.5,22.5,78.51629
47.5,23.5,84.97391
47.5,24.5,86.8551
47.5,25.5,82.35009
47.5,26.5,78.90731
47.5,27.5,73.89583
47.5,28.5,66.2264
47.5,29.5,66.27829
47.5,30.5,63.05341
47.5,31.5,63.337765
47.5,32.5,61.12106
47.5,33.5,62.887756
47.5,34.5,66.742744
47.5,35.5,62.62091
47.5,36.5,58.794983
47.5,37.5,62.433723
47.5,38.5,66.489174
47.5,39.5,67.27332
47.5,40.5,67.6613
47.5,41.5,67.651375
47.5,42.5,67.8598
47.5,43.5,66.14025
47.5,44.5,66.25251
47.5,45.5,75.56399
47.5,46.5,66.76423
47.5,47.5,60.242508
47.5,48.5,31.102465
47.5,49.5,29.939514
47.5,50.5,30.92328
47.5,51.5,64.08445
47.5,52.5,61.346687
47.5,53.5,56.540344
47.5,54.5,49.782642
47.5,55.5,48.15899
47.5,56.5,54.927223
47.5,57.5,54.6115
47.5,58.5,49.05774
47.5,59.5,47.594738
47.5,60.5,52.268936
47.5,61.5,52.023754
47.5,62.5,51.53741
47.5,63.5,54.02467
47.5,64.5,53.779743
47.5,65.5,49.9382
47.5,66.5,49.481903
47.5,67.5,53.76702
47.5,68.5,51.182255
47.5,69.5,54.0218
47.5,70.5,66.56316
47.5,71.5,59.253853
47.5,72.5,59.254192
47.5,73.5,62.347225
47.5,74.5,63.16953
47.5,75.5,72.076706
47.5,76.5,69.16883
47.5,77.5,56.37098
47.5,78.5,59.487343
47.5,79.5,55.24012
47.5,80.5,51.887146
47.5,81.5,51.443016
47.5,82.5,55.06195
47.5,83.5,64.09173
47.5,84.5,61.17162
47.5,85.5,60.102325
47.5,86.5,60.97896
47.5,87.5,58.830997
47.5,88.5,50.637295
47.5,89.5,40.18513
47.5,90.5,42.593002
47.5,91.5,45.04715
47.5,92.5,53.72987
47.5,93.5,61.133514
47.5,94.5,62.361874
47.5,95.5,50.101692
47.5,96.5,39.48251
47.5,97.5,41.302143
47.5,98.5,35.584568
47.5,99.5,43.737797
47.5,100.5,46.379433
47.5,101.5,44.16819
47.5,102.5,39.975212
47.5,103.5,41.67142
47.5,104.5,41.25506
47.5,105.5,41.064526
47.5,106.5,40.862038
47.5,107.5,40.50409
47.5,108.5,39.721012
47.5,109.5,41.672565
47.5,110.5,41.596054
47.5,111.5,40.737244
47.5,112.5,38.23929
47.5,113.5,36.73909
47.5,114.5,37.524696
47.5,115.5,39.4333
47.5,116.5,39.380173
47.5,117.5,41.344593
47.5,118.5,41.562542
47.5,119.5,44.4546
47.5,120.5,60.18936
47.5,121.5,57.752224
47.5,122.5,51.712788
47.5,123.5,65.91735
47.5,124.5,68.39554
47.5,125.5,71.66641
47.5,126.5,75.592224
47.5,127.5,79.99059
47.5,128.5,74.700035
47.5,129.5,78.53278
47.5,130.5,76.451904
47.5,131.5,95.88207
47.5,132.5,98.10431
47.5,133.5,96.68807
47.5,134.5,102.965126
47.5,135.5,85.99367
47.5,136.5,89.617195
47.5,137.5,87.06689
47.5,138.5,89.675606
47.5,142.5,98.44449
48.5,-124.5,82.698135
48.5,-123.5,98.94278
48.5,-122.5,99.64114
48.5,-121.5,83.33832
48.5,-120.5,85.51989
48.5,-119.5,74.79241
48.5,-118.5,79.40821
48.5,-117.5,85.45886
48.5,-116.5,90.63422
48.5,-115.5,88.52462
48.5,-114.5,86.02884
48.5,-113.5,72.60655
48.5,-112.5,55.58034
48.5,-111.5,65.31319
48.5,-110.5,56.292927
48.5,-109.5,51.84429
48.5,-108.5,53.434483
48.5,-107.5,62.98563
48.5,-106.5,61.51643
48.5,-105.5,52.762474
48.5,-104.5,53.355515
48.5,-103.5,53.66241
48.5,-102.5,53.10167
48.5,-101.5,54.74733
48.5,-100.5,54.952385
48.5,-99.5,59.214867
48.5,-98.5,60.25984
48.5,-97.5,75.47187
48.5,-96.5,54.920357
48.5,-95.5,65.57665
48.5,-94.5,76.304535
48.5,-93.5,74.78884
48.5,-92.5,78.58547
48.5,-91.5,79.56663
48.5,-90.5,77.41477
48.5,-89.5,78.45588
48.5,-85.5,82.756195
48.5,-84.5,84.96336
48.5,-83.5,86.90403
48.5,-82.5,85.343346
48.5,-81.5,82.73901
48.5,-80.5,84.77485
48.5,-79.5,86.84135
48.5,-78.5,89.182755
48.5,-77.5,89.77978
48.5,-76.5,90.798325
48.5,-75.5,95.07267
48.5,-74.5,95.31041
48.5,-73.5,91.4191
48.5,-72.5,93.88583
48.5,-71.5,94.19117
48.5,-70.5,90.43668
48.5,-69.5,90.10021
48.5,-68.5,96.92043
48.5,-67.5,97.79815
48.5,-66.5,95.868774
48.5,-65.5,95.5031
48.5,-58.5,101.038376
48.5,-57.5,101.07574
48.5,-56.5,102.851494
48.5,-55.5,102.176216
48.5,-54.5,101.22221
48.5,-3.5,70.001976
48.5,-2.5,69.74047
48.5,-1.5,68.821106
48.5,-0.5,66.44658
48.5,0.5,67.69794
48.5,1.5,73.13329
48.5,2.5,79.67826
48.5,3.5,90.97825
48.5,4.5,91.922585
48.5,5.5,95.74885
48.5,6.5,81.332214
48.5,7.5,86.67536
48.5,8.5,84.92332
48.5,9.5,84.98492
48.5,10.5,88.42799
48.5,11.5,89.69333
48.5,12.5,90.79996
48.5,13.5,94.89416
48.5,14.5,89.84064
48.5,15.5,87.39646
48.5,16.5,79.746414
48.5,17.5,83.63356
48.5,18.5,82.98095
48.5,19.5,86.61865
48.5,20.5,103.37467
48.5,21.5,85.89023
48.5,22.5,89.93402
48.5,23.5,84.51182
48.5,24.5,84.714516
48.5,25.5,85.932945
48.5,26.5,73.17896
48.5,27.5,75.522156
48.5,28.5,69.649925
48.5,29.5,66.86382
48.5,30.5,70.15464
48.5,31.5,69.31919
48.5,32.5,68.34845
48.5,33.5,68.109665
48.5,34.5,70.21427
48.5,35.5,70.234474
48.5,36.5,71.88087
48.5,37.5,76.93331
48.5,38.5,79.19828
48.5,39.5,72.686386
48.5,40.5,71.25869
48.5,41.5,70.55401
48.5,42.5,70.14063
48.5,43.5,68.686424
48.5,44.5,68.051834
48.5,45.5,74.42558
48.5,46.5,56.39715
48.5,47.5,62.1408
48.5,48.5,31.492336
48.5,49.5,29.079222
48.5,50.5,30.190788
48.5,51.5,63.94368
48.5,52.5,53.63786
48.5,53.5,44.77179
48.5,54.5,45.158463
48.5,55.5,45.49791
48.5,56.5,45.97529
48.5,57.5,51.850754
48.5,58.5,52.284534
48.5,59.5,54.145046
48.5,60.5,54.00125
48.5,61.5,46.98037
48.5,62.5,59.628445
48.5,63.5,62.03806
48.5,64.5,48.735435
48.5,65.5,55.13386
48.5,66.5,55.08076
48.5,67.5,55.93954
48.5,68.5,54.704502
48.5,69.5,65.53395
48.5,70.5,65.74421
48.5,71.5,66.88332
48.5,72.5,68.078835
48.5,73.5,71.869255
48.5,74.5,69.61992
48.5,75.5,59.638542
48.5,76.5,64.837395
48.5,77.5,67.01503
48.5,78.5,55.049488
48.5,79.5,57.702946
48.5,80.5,61.244514
48.5,81.5,60.1676
48.5,82.5,65.59559
48.5,83.5,75.44979
48.5,84.5,67.46721
48.5,85.5,64.334915
48.5,86.5,63.263306
48.5,87.5,56.29918
48.5,88.5,46.484215
48.5,89.5,46.176712
48.5,90.5,47.532658
48.5,91.5,49.82858
48.5,92.5,59.671753
48.5,93.5,62.59184
48.5,94.5,51.32122
48.5,95.5,42.33382
48.5,96.5,42.926514
48.5,97.5,43.34788
48.5,98.5,49.368797
48.5,99.5,47.343937
48.5,100.5,46.791603
48.5,101.5,45.151737
48.5,102.5,44.107437
48.5,103.5,45.310677
48.5,104.5,45.037968
48.5,105.5,44.407295
48.5,106.5,45.698116
48.5,107.5,51.30513
48.5,108.5,51.814247
48.5,109.5,51.56315
48.5,110.5,46.008904
48.5,111.5,45.192814
48.5,112.5,41.28702
48.5,113.5,40.732143
48.5,114.5,38.710194
48.5,115.5,38.37388
48.5,116.5,39.91362
48.5,117.5,45.278248
48.5,118.5,42.617805
48.5,119.5,43.87698
48.5,120.5,52.087437
48.5,121.5,62.42365
48.5,122.5,59.03896
48.5,123.5,70.109985
48.5,124.5,69.8679
48.5,125.5,72.944214
48.5,126.5,75.4779
48.5,127.5,87.61825
48.5,128.5,76.22199
48.5,129.5,78.357254
48.5,130.5,82.990814
48.5,131.5,83.49109
48.5,132.5,82.27169
48.5,133.5,82.66994
48.5,134.5,88.05431
48.5,135.5,84.8333
48.5,136.5,90.53743
48.5,137.5,89.06098
48.5,138.5,85.40085
48.5,139.5,87.96453
48.5,142.5,99.704666
49.5,-125.5,82.29354
49.5,-124.5,88.154625
49.5,-123.5,92.163445
49.5,-122.5,91.7721
49.5,-121.5,96.73285
49.5,-120.5,88.69137
49.5,-119.5,86.374535
49.5,-118.5,81.06097
49.5,-117.5,77.18065
49.5,-116.5,80.11782
49.5,-115.5,77.471375
49.5,-114.5,65.66378
49.5,-113.5,65.77231
49.5,-112.5,59.837345
49.5,-111.5,52.53202
49.5,-110.5,51.263577
49.5,-109.5,50.52696
49.5,-108.5,53.00594
49.5,-107.5,52.24943
49.5,-106.5,50.699757
49.5,-105.5,52.675396
49.5,-104.5,52.72779
49.5,-103.5,54.1608
49.5,-102.5,53.649456
49.5,-101.5,56.14022
49.5,-100.5,55.15467
49.5,-99.5,54.071735
49.5,-98.5,55.460155
49.5,-97.5,70.28341
49.5,-96.5,69.88276
49.5,-95.5,88.20439
49.5,-94.5,86.29679
49.5,-93.5,77.690636
49.5,-92.5,76.697945
49.5,-91.5,77.40628
49.5,-90.5,78.13595
49.5,-89.5,79.00822
49.5,-88.5,84.10183
49.5,-87.5,80.44944
49.5,-86.5,80.30102
49.5,-85.5,82.63357
49.5,-84.5,85.23361
49.5,-83.5,115.78839
49.5,-82.5,116.30172
49.5,-81.5,113.827255
49.5,-80.5,84.23749
49.5,-79.5,86.13263
49.5,-78.5,87.70516
49.5,-77.5,90.96675
49.5,-76.5,92.26608
49.5,-75.5,92.46409
49.5,-74.5,93.423485
49.5,-73.5,89.29023
49.5,-72.5,88.53847
49.5,-71.5,90.928345
49.5,-70.5,91.74712
49.5,-69.5,88.69217
49.5,-68.5,90.52917
49.5,-67.5,92.531944
49.5,-57.5,102.24158
49.5,-56.5,102.09265
49.5,-55.5,104.24966
49.5,0.5,74.71223
49.5,1.5,70.44821
49.5,2.5,72.551834
49.5,3.5,75.292175
49.5,4.5,78.9767
49.5,5.5,79.975746
49.5,6.5,79.822914
49.5,7.5,81.64566
49.5,8.5,89.122505
49.5,9.5,100.22885
49.5,10.5,87.08198
49.5,11.5,105.06406
49.5,12.5,88.20802
49.5,13.5,89.63626
49.5,14.5,85.50256
49.5,15.5,84.05167
49.5,16.5,82.57012
49.5,17.5,85.022964
49.5,18.5,85.982185
49.5,19.5,88.93442
49.5,20.5,88.650894
49.5,21.5,84.759155
49.5,22.5,86.605804
49.5,23.5,88.13285
49.5,24.5,84.770996
49.5,25.5,77.94347
49.5,26.5,78.42837
49.5,27.5,76.96831
49.5,28.5,74.220665
49.5,29.5,73.28685
