lat,lon,AIRS3STM_006_RelHumSurf_A
-87.5,12.5,84.94901
-87.5,13.5,86.409454
-87.5,14.5,85.27215
-87.5,15.5,85.85781
-87.5,16.5,86.19609
-87.5,17.5,86.10096
-87.5,18.5,85.1975
-87.5,19.5,86.28846
-87.5,20.5,86.64833
-87.5,21.5,85.91987
-87.5,22.5,87.26202
-87.5,23.5,86.41365
-87.5,24.5,85.737015
-87.5,25.5,86.823715
-87.5,26.5,86.0024
-87.5,27.5,86.375
-87.5,28.5,86.51786
-87.5,29.5,86.25083
-87.5,30.5,85.19936
-87.5,31.5,85.13221
-87.5,32.5,87.10443
-87.5,33.5,85.35
-87.5,34.5,85.62622
-87.5,35.5,85.703735
-87.5,36.5,86.604164
-87.5,37.5,85.40995
-87.5,38.5,85.78406
-87.5,39.5,85.58768
-87.5,40.5,85.677734
-87.5,41.5,86.067635
-87.5,42.5,84.986115
-87.5,43.5,86.519165
-87.5,44.5,86.0
-87.5,45.5,86.157936
-87.5,46.5,86.35739
-87.5,47.5,86.26177
-87.5,48.5,85.24643
