Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
5655185,MALARIA_IMPORTED,COUNTRY,CRI,AMR,Americas,YEAR,2019,,,,,,,,,45,45,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
9090481,MALARIA_IMPORTED,REGION,WPR,,,YEAR,2015,,,,,,,,,3811,3811,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4160095,MALARIA_IMPORTED,COUNTRY,CRI,AMR,Americas,YEAR,2016,,,,,,,,,9,9,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
1526047,MALARIA_IMPORTED,REGION,AFR,,,YEAR,2016,,,,,,,,,8002,8002,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
3840409,MALARIA_IMPORTED,REGION,AMR,,,YEAR,2019,,,,,,,,,8952,8952,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
5728615,MALARIA_IMPORTED,COUNTRY,MYT,AFR,Africa,YEAR,2016,,,,,,,,,10,10,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
1019197,MALARIA_IMPORTED,COUNTRY,GTM,AMR,Americas,YEAR,2015,,,,,,,,,2,2,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
8937420,MALARIA_IMPORTED,COUNTRY,KGZ,EUR,Europe,YEAR,2020,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
1272732,MALARIA_IMPORTED,COUNTRY,BLZ,AMR,Americas,YEAR,2019,,,,,,,,,2,2,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
792402,MALARIA_IMPORTED,COUNTRY,CRI,AMR,Americas,YEAR,2022,,,,,,,,,36,36,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
