Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
473675,MALARIA_TOTAL_CASES,COUNTRY,PRY,AMR,Americas,YEAR,2018,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
2646401,MALARIA_TOTAL_CASES,COUNTRY,SWZ,AFR,Africa,YEAR,2022,,,,,,,,,369,369,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
9538254,MALARIA_TOTAL_CASES,REGION,AFR,,,YEAR,2018,,,,,,,,,157 996 297,157996297,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
8293309,MALARIA_TOTAL_CASES,COUNTRY,TZA,AFR,Africa,YEAR,2017,,,,,,,,,5 988 136,5988136,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5316340,MALARIA_TOTAL_CASES,REGION,EMR,,,YEAR,2017,,,,,,,,,4 469 285,4469285,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
5862818,MALARIA_TOTAL_CASES,COUNTRY,GTM,AMR,Americas,YEAR,2019,,,,,,,,,2072,2072,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
8006970,MALARIA_TOTAL_CASES,COUNTRY,HTI,AMR,Americas,YEAR,2016,,,,,,,,,21 430,21430,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
7035416,MALARIA_TOTAL_CASES,COUNTRY,BLZ,AMR,Americas,YEAR,2020,,,,,,,,,0,0,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
5816175,MALARIA_TOTAL_CASES,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2022,,,,,,,,,40 648,40648,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
6289548,MALARIA_TOTAL_CASES,COUNTRY,VUT,WPR,Western Pacific,YEAR,2021,,,,,,,,,322,322,,,,2024-12-10T17:44:48Z,2021,2021-01-01,2021-12-31
4696643,MALARIA_TOTAL_CASES,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,202 671,202671,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
9011084,MALARIA_TOTAL_CASES,COUNTRY,LAO,WPR,Western Pacific,YEAR,2017,,,,,,,,,8435,8435,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
3133859,MALARIA_TOTAL_CASES,COUNTRY,GTM,AMR,Americas,YEAR,2022,,,,,,,,,1856,1856,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
5829425,MALARIA_TOTAL_CASES,COUNTRY,BOL,AMR,Americas,YEAR,2017,,,,,,,,,4587,4587,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
2613384,MALARIA_TOTAL_CASES,COUNTRY,CMR,AFR,Africa,YEAR,2015,,,,,,,,,2 381 592,2381592,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
4376980,MALARIA_TOTAL_CASES,COUNTRY,BOL,AMR,Americas,YEAR,2020,,,,,,,,,12 187,12187,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
2933646,MALARIA_TOTAL_CASES,COUNTRY,BWA,AFR,Africa,YEAR,2020,,,,,,,,,953,953,,,,2024-12-10T17:44:48Z,2020,2020-01-01,2020-12-31
333627,MALARIA_TOTAL_CASES,COUNTRY,ETH,AFR,Africa,YEAR,2017,,,,,,,,,1 755 748,1755748,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
3881260,MALARIA_TOTAL_CASES,COUNTRY,MMR,SEAR,South-East Asia,YEAR,2017,,,,,,,,,85 019,85019,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
2433242,MALARIA_TOTAL_CASES,COUNTRY,NAM,AFR,Africa,YEAR,2022,,,,,,,,,11 849,11849,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
2559940,MALARIA_TOTAL_CASES,COUNTRY,AZE,EUR,Europe,YEAR,2022,,,,,,,,,1,1,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
999945,MALARIA_TOTAL_CASES,COUNTRY,MYS,WPR,Western Pacific,YEAR,2015,,,,,,,,,2311,2311,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
506993,MALARIA_TOTAL_CASES,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2015,,,,,,,,,9557,9557,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
693041,MALARIA_TOTAL_CASES,COUNTRY,MLI,AFR,Africa,YEAR,2018,,,,,,,,,2 614 104,2614104,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
2546590,MALARIA_TOTAL_CASES,REGION,EUR,,,YEAR,2015,,,,,,,,,240,240,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
8053547,MALARIA_TOTAL_CASES,REGION,WPR,,,YEAR,2015,,,,,,,,,813 712,813712,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
6716391,MALARIA_TOTAL_CASES,COUNTRY,CHN,WPR,Western Pacific,YEAR,2016,,,,,,,,,3151,3151,,,,2024-12-10T17:44:48Z,2016,2016-01-01,2016-12-31
8539937,MALARIA_TOTAL_CASES,COUNTRY,BTN,SEAR,South-East Asia,YEAR,2015,,,,,,,,,104,104,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
6903054,MALARIA_TOTAL_CASES,COUNTRY,GNQ,AFR,Africa,YEAR,2019,,,,,,,,,43 897,43897,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
7194939,MALARIA_TOTAL_CASES,REGION,SEAR,,,YEAR,2017,,,,,,,,,1 240 255,1240255,,,,2024-12-10T17:44:48Z,2017,2017-01-01,2017-12-31
9191454,MALARIA_TOTAL_CASES,COUNTRY,GNQ,AFR,Africa,YEAR,2023,,,,,,,,,76 921,76921,,,,2024-12-10T17:44:48Z,2023,2023-01-01,2023-12-31
1113167,MALARIA_TOTAL_CASES,COUNTRY,BWA,AFR,Africa,YEAR,2022,,,,,,,,,446,446,,,,2024-12-10T17:44:48Z,2022,2022-01-01,2022-12-31
1240153,MALARIA_TOTAL_CASES,COUNTRY,TGO,AFR,Africa,YEAR,2019,,,,,,,,,2 406 091,2406091,,,,2024-12-10T17:44:48Z,2019,2019-01-01,2019-12-31
753066,MALARIA_TOTAL_CASES,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2015,,,,,,,,,36,36,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
2600194,MALARIA_TOTAL_CASES,COUNTRY,SWZ,AFR,Africa,YEAR,2018,,,,,,,,,957,957,,,,2024-12-10T17:44:48Z,2018,2018-01-01,2018-12-31
1867130,MALARIA_TOTAL_CASES,COUNTRY,BFA,AFR,Africa,YEAR,2015,,,,,,,,,8 286 453,8286453,,,,2024-12-10T17:44:48Z,2015,2015-01-01,2015-12-31
