HH1,HH2,TNLN,TN4,TN5,TN6,TN8,TN9,TN10,TN11,TN12_1,TN12_2,TN12_3,TN12_4,TN2,HH6,HH7,helevel,wscore,windex5,PSU,stratum,hhweight
347,1,3,1,11,1, , , ,2, , , , ,3,2,4,3,-1.2269154437415124,1,347,8,0.899704
347,2,1,1,11,10, , , ,2, , , , ,1,2,4,4,-1.3404681214426386,1,347,8,0.899704
347,3,1,1,11,1, , , ,2, , , , ,2,2,4,3,-1.147420812053297,1,347,8,0.899704
347,3,2,1,11,1, , , ,2, , , , ,2,2,4,3,-1.147420812053297,1,347,8,0.899704
347,4,1,1,11,1, , , ,2, , , , ,3,2,4,1,-0.800909526266057,2,347,8,0.899704
347,4,2,1,11,1, , , ,2, , , , ,3,2,4,1,-0.800909526266057,2,347,8,0.899704
347,4,3,1,11,1, , , ,2, , , , ,3,2,4,1,-0.800909526266057,2,347,8,0.899704
347,5,1,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,2,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,3,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,4,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,5,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,6,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,7,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,5,8,1,11,1, , , ,2, , , , ,8,2,4,2,-1.6305982890998423,1,347,8,0.899704
347,6,1,1,11,1, , , ,2, , , , ,5,2,4,1,-1.4180273372693273,1,347,8,0.899704
347,6,2,1,11,1, , , ,2, , , , ,5,2,4,1,-1.4180273372693273,1,347,8,0.899704
347,6,3,1,11,1, , , ,2, , , , ,5,2,4,1,-1.4180273372693273,1,347,8,0.899704
347,6,4,1,11,1, , , ,2, , , , ,5,2,4,1,-1.4180273372693273,1,347,8,0.899704
347,6,5,1,11,1, , , ,2, , , , ,5,2,4,1,-1.4180273372693273,1,347,8,0.899704
347,7,1,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,7,2,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,7,3,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,7,4,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,7,5,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,7,6,1,11,2, , , ,2, , , , ,6,2,4,2,-1.461072164796281,1,347,8,0.899704
347,8,1,1,11,1, , , ,2, , , , ,2,2,4,1,-1.3125730489403615,1,347,8,0.899704
347,8,2,1,11,1, , , ,2, , , , ,2,2,4,1,-1.3125730489403615,1,347,8,0.899704
347,10,1,1,11,1, , , ,1,2,90, , ,3,2,4,2,-1.1803545477806205,1,347,8,0.899704
347,10,2,1,11,1, , , ,1,7,9,90, ,3,2,4,2,-1.1803545477806205,1,347,8,0.899704
347,10,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.1803545477806205,1,347,8,0.899704
347,11,1,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,2,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,3,1,11,1, , , ,1,4,90, , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,4,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,5,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,6,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,11,7,1,11,1, , , ,2, , , , ,7,2,4,3,0.3005963624039632,4,347,8,0.899704
347,12,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.5128217988935342,1,347,8,0.899704
347,12,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.5128217988935342,1,347,8,0.899704
347,12,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.5128217988935342,1,347,8,0.899704
347,14,1,1,11,1, , , ,2, , , , ,2,2,4,1,-0.4851710861092187,3,347,8,0.899704
347,14,2,1,11,1, , , ,2, , , , ,2,2,4,1,-0.4851710861092187,3,347,8,0.899704
347,15,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.2585259118069885,1,347,8,0.899704
347,15,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.2585259118069885,1,347,8,0.899704
347,15,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.2585259118069885,1,347,8,0.899704
348,1,1,1,11,2, , , ,2, , , , ,1,2,4,1,-1.7421310961550538,1,348,8,0.899704
348,2,1,1,11,1, , , ,2, , , , ,3,2,4,5,0.8490152366285786,5,348,8,0.899704
348,2,2,1,11,1, , , ,2, , , , ,3,2,4,5,0.8490152366285786,5,348,8,0.899704
348,2,3,1,11,1, , , ,2, , , , ,3,2,4,5,0.8490152366285786,5,348,8,0.899704
348,3,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3102672147959213,1,348,8,0.899704
348,3,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3102672147959213,1,348,8,0.899704
348,3,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3102672147959213,1,348,8,0.899704
348,4,1,1,11,1, , , ,2, , , , ,1,2,4,2,-1.2972100836404388,1,348,8,0.899704
348,5,1,1,11,1, , , ,2, , , , ,5,2,4,2,-0.9684267161261367,2,348,8,0.899704
348,5,2,1,11,1, , , ,2, , , , ,5,2,4,2,-0.9684267161261367,2,348,8,0.899704
348,5,3,1,11,1, , , ,2, , , , ,5,2,4,2,-0.9684267161261367,2,348,8,0.899704
348,5,4,1,11,1, , , ,2, , , , ,5,2,4,2,-0.9684267161261367,2,348,8,0.899704
348,5,5,1,11,1, , , ,2, , , , ,5,2,4,2,-0.9684267161261367,2,348,8,0.899704
348,6,1,1,11,1, , , ,2, , , , ,2,2,4,2,-0.8355395256398208,2,348,8,0.899704
348,6,2,1,11,3, , , ,2, , , , ,2,2,4,2,-0.8355395256398208,2,348,8,0.899704
348,8,1,1,11,3, , , ,2, , , , ,3,2,4,1,-1.3877823224322643,1,348,8,0.899704
348,8,2,1,11,3, , , ,2, , , , ,3,2,4,1,-1.3877823224322643,1,348,8,0.899704
348,8,3,1,11,3, , , ,2, , , , ,3,2,4,1,-1.3877823224322643,1,348,8,0.899704
348,10,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8609685823629629,2,348,8,0.899704
348,10,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8609685823629629,2,348,8,0.899704
348,10,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.8609685823629629,2,348,8,0.899704
348,11,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.9344813672246284,2,348,8,0.899704
348,11,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.9344813672246284,2,348,8,0.899704
348,11,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.9344813672246284,2,348,8,0.899704
348,12,1,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,12,2,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,12,3,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,12,4,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,12,5,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,12,6,1,11,1, , , ,2, , , , ,6,2,4,3,-1.130336443230917,1,348,8,0.899704
348,13,1,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6676668334263935,3,348,8,0.899704
348,13,2,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6676668334263935,3,348,8,0.899704
348,13,3,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6676668334263935,3,348,8,0.899704
348,13,4,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6676668334263935,3,348,8,0.899704
348,13,5,1,11,1, , , ,2, , , , ,5,2,4,2,-0.6676668334263935,3,348,8,0.899704
348,14,1,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,14,2,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,14,3,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,14,4,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,14,5,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,14,6,1,11,1, , , ,2, , , , ,6,2,4,3,-1.014143074978427,2,348,8,0.899704
348,15,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.0423008437733574,1,348,8,0.899704
348,15,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.0423008437733574,1,348,8,0.899704
348,15,3,1,11,1, , , ,2, , , , ,3,2,4,1,-1.0423008437733574,1,348,8,0.899704
349,1,1,1,11,1, , , ,1,1,2,90, ,2,2,4,1,-0.8987224196664517,2,349,8,0.899704
349,1,2,1,11,1, , , ,2, , , , ,2,2,4,1,-0.8987224196664517,2,349,8,0.899704
349,2,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5162619533025827,1,349,8,0.899704
349,2,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5162619533025827,1,349,8,0.899704
349,2,3,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5162619533025827,1,349,8,0.899704
349,3,1,1,11,1, , , ,2, , , , ,2,2,4,1,-1.1908689752964061,1,349,8,0.899704
349,3,2,1,11,1, , , ,2, , , , ,2,2,4,1,-1.1908689752964061,1,349,8,0.899704
349,6,1,1,11,1, , , ,2, , , , ,3,2,4,4,0.45507159397581387,4,349,8,0.899704
349,6,2,1,11,1, , , ,2, , , , ,3,2,4,4,0.45507159397581387,4,349,8,0.899704
349,6,3,1,11,1, , , ,2, , , , ,3,2,4,4,0.45507159397581387,4,349,8,0.899704
349,7,1,1,99,1,9,9, ,2, , , , ,3,2,4,4,-0.1029204063907335,4,349,8,0.899704
349,7,2,1,99,1,9,9, ,2, , , , ,3,2,4,4,-0.1029204063907335,4,349,8,0.899704
349,7,3,1,99,1,9,9, ,2, , , , ,3,2,4,4,-0.1029204063907335,4,349,8,0.899704
349,9,1,1,11,1, , , ,2, , , , ,2,2,4,2,-1.4097362867991834,1,349,8,0.899704
349,9,2,1,11,1, , , ,2, , , , ,2,2,4,2,-1.4097362867991834,1,349,8,0.899704
349,10,1,1,11,1, , , ,2, , , , ,4,2,4,3,-1.2836030365357816,1,349,8,0.899704
349,10,2,1,11,1, , , ,2, , , , ,4,2,4,3,-1.2836030365357816,1,349,8,0.899704
349,10,3,1,11,1, , , ,2, , , , ,4,2,4,3,-1.2836030365357816,1,349,8,0.899704
349,10,4,1,11,1, , , ,2, , , , ,4,2,4,3,-1.2836030365357816,1,349,8,0.899704
349,11,1,1,11,4, , , ,1,1,4,0,0,2,2,4,1,-1.6739675011512758,1,349,8,0.899704
349,11,2,1,11,4, , , ,2, , , , ,2,2,4,1,-1.6739675011512758,1,349,8,0.899704
349,12,1,1,11,95, , , ,1,2,15,90, ,3,2,4,1,-0.8630194476127067,2,349,8,0.899704
349,12,2,1,11,95, , , ,1,1,9,90, ,3,2,4,1,-0.8630194476127067,2,349,8,0.899704
349,12,3,1,11,95, , , ,2, , , , ,3,2,4,1,-0.8630194476127067,2,349,8,0.899704
349,13,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.158725140937507,1,349,8,0.899704
349,13,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.158725140937507,1,349,8,0.899704
349,13,3,1,11,1, , , ,2, , , , ,3,2,4,1,-1.158725140937507,1,349,8,0.899704
349,14,1,1,11,2, , , ,2, , , , ,3,2,4,1,-1.083108548704001,1,349,8,0.899704
349,14,2,1,11,2, , , ,2, , , , ,3,2,4,1,-1.083108548704001,1,349,8,0.899704
349,14,3,1,11,2, , , ,2, , , , ,3,2,4,1,-1.083108548704001,1,349,8,0.899704
349,15,1,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
349,15,2,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
349,15,3,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
349,15,4,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
349,15,5,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
349,15,6,1,11,1, , , ,2, , , , ,6,2,4,2,-1.0244664656323694,2,349,8,0.899704
350,15,1,2,99,95,9,9, ,9, , , , ,2,2,4,4,-0.25453347758958383,3,350,8,0.899704
350,15,2,2,99,95,9,9, ,9, , , , ,2,2,4,4,-0.25453347758958383,3,350,8,0.899704
352,1,1,1,11,1, , , ,2, , , , ,2,2,4,2,-1.1084729697060143,1,352,8,0.899704
352,1,2,1,11,1, , , ,2, , , , ,2,2,4,2,-1.1084729697060143,1,352,8,0.899704
352,2,1,1,11,1, , , ,2, , , , ,1,2,4,3,-0.0776736347398782,4,352,8,0.899704
352,3,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.6843363907750601,2,352,8,0.899704
352,3,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.6843363907750601,2,352,8,0.899704
352,3,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.6843363907750601,2,352,8,0.899704
352,4,1,1,11,1, , , ,2, , , , ,1,2,4,1,-1.4020325147343944,1,352,8,0.899704
352,5,1,1,11,1, , , ,2, , , , ,5,2,4,2,-1.0507736832459427,1,352,8,0.899704
352,5,2,1,11,1, , , ,2, , , , ,5,2,4,2,-1.0507736832459427,1,352,8,0.899704
352,5,3,1,11,1, , , ,2, , , , ,5,2,4,2,-1.0507736832459427,1,352,8,0.899704
352,5,4,1,11,1, , , ,2, , , , ,5,2,4,2,-1.0507736832459427,1,352,8,0.899704
352,5,5,1,11,1, , , ,2, , , , ,5,2,4,2,-1.0507736832459427,1,352,8,0.899704
352,7,1,1,11,2, , , ,1,3,4,5,6,2,2,4,2,-1.6932287748889985,1,352,8,0.899704
352,7,2,1,11,95, , , ,1,1,2,90, ,2,2,4,2,-1.6932287748889985,1,352,8,0.899704
352,8,1,1,11,1, , , ,2, , , , ,3,2,4,3,-0.4793517598630754,3,352,8,0.899704
352,8,2,1,11,1, , , ,2, , , , ,3,2,4,3,-0.4793517598630754,3,352,8,0.899704
352,8,3,1,11,1, , , ,2, , , , ,3,2,4,3,-0.4793517598630754,3,352,8,0.899704
352,9,1,1,11,1, , , ,1,2,4,90, ,1,2,4,2,-1.1128851527740682,1,352,8,0.899704
352,10,1,1,11,0, , , ,2, , , , ,1,2,4,2,-0.4846751656863392,3,352,8,0.899704
352,11,1,1,11,1, , , ,1,1,5,6,90,3,2,4,2,-0.6050600341664862,3,352,8,0.899704
352,11,2,1,11,1, , , ,8, , , , ,3,2,4,2,-0.6050600341664862,3,352,8,0.899704
352,11,3,1,11,1, , , ,8, , , , ,3,2,4,2,-0.6050600341664862,3,352,8,0.899704
352,12,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.4391380047429405,1,352,8,0.899704
352,12,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.4391380047429405,1,352,8,0.899704
352,12,3,1,11,1, , , ,2, , , , ,3,2,4,1,-1.4391380047429405,1,352,8,0.899704
352,13,1,1,11,1, , , ,2, , , , ,3,2,4,3,-0.5724555040112316,3,352,8,0.899704
352,13,2,1,11,1, , , ,2, , , , ,3,2,4,3,-0.5724555040112316,3,352,8,0.899704
352,13,3,1,11,1, , , ,2, , , , ,3,2,4,3,-0.5724555040112316,3,352,8,0.899704
352,14,1,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7887017869966219,2,352,8,0.899704
352,14,2,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7887017869966219,2,352,8,0.899704
352,14,3,1,11,1, , , ,2, , , , ,3,2,4,2,-0.7887017869966219,2,352,8,0.899704
352,15,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3748706940386473,1,352,8,0.899704
352,15,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3748706940386473,1,352,8,0.899704
352,15,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.3748706940386473,1,352,8,0.899704
353,1,1,1,11,95, , , ,2, , , , ,2,2,4,2,-1.1237833224541263,1,353,8,0.899704
353,1,2,1,11,95, , , ,2, , , , ,2,2,4,2,-1.1237833224541263,1,353,8,0.899704
353,2,1,1,11,1, , , ,1,1,90, , ,4,2,4,3,-0.23806781487088968,3,353,8,0.899704
353,2,2,1,11,1, , , ,1,2,3,90, ,4,2,4,3,-0.23806781487088968,3,353,8,0.899704
353,2,3,1,11,1, , , ,1,4,5,90, ,4,2,4,3,-0.23806781487088968,3,353,8,0.899704
353,2,4,1,11,1, , , ,2, , , , ,4,2,4,3,-0.23806781487088968,3,353,8,0.899704
353,3,1,1,11,2, , , ,2, , , , ,1,2,4,5,1.071670182425402,5,353,8,0.899704
353,4,1,1,11,1, , , ,1,2,4,5,8,4,2,4,2,-0.13829987054793866,3,353,8,0.899704
353,4,2,1,11,1, , , ,1,3,7,90, ,4,2,4,2,-0.13829987054793866,3,353,8,0.899704
353,4,3,1,11,1, , , ,2, , , , ,4,2,4,2,-0.13829987054793866,3,353,8,0.899704
353,4,4,1,11,1, , , ,2, , , , ,4,2,4,2,-0.13829987054793866,3,353,8,0.899704
353,5,1,1,11,1, , , ,2, , , , ,3,2,4,2,-1.616025090879525,1,353,8,0.899704
353,5,2,1,11,1, , , ,2, , , , ,3,2,4,2,-1.616025090879525,1,353,8,0.899704
353,5,3,1,11,1, , , ,2, , , , ,3,2,4,2,-1.616025090879525,1,353,8,0.899704
353,6,1,1,11,2, , , ,2, , , , ,3,2,4,5,1.3488585183291586,5,353,8,0.899704
353,6,2,1,11,2, , , ,2, , , , ,3,2,4,5,1.3488585183291586,5,353,8,0.899704
353,6,3,1,11,2, , , ,2, , , , ,3,2,4,5,1.3488585183291586,5,353,8,0.899704
353,7,1,1,11,1, , , ,2, , , , ,1,2,4,5,1.6231876346253074,5,353,8,0.899704
353,8,1,1,11,1, , , ,2, , , , ,3,2,4,3,0.32522986735500053,4,353,8,0.899704
353,8,2,1,11,1, , , ,2, , , , ,3,2,4,3,0.32522986735500053,4,353,8,0.899704
353,8,3,1,11,1, , , ,2, , , , ,3,2,4,3,0.32522986735500053,4,353,8,0.899704
353,9,1,1,11,1, , , ,1,1,2,90, ,2,2,4,2,-0.7615129156171492,2,353,8,0.899704
353,9,2,1,11,1, , , ,2, , , , ,2,2,4,2,-0.7615129156171492,2,353,8,0.899704
353,11,1,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.0506275439958526,1,353,8,0.899704
353,11,2,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.0506275439958526,1,353,8,0.899704
353,11,3,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.0506275439958526,1,353,8,0.899704
353,12,1,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.3825060251840617,1,353,8,0.899704
353,12,2,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.3825060251840617,1,353,8,0.899704
353,12,3,1,99,1,9,9, ,2, , , , ,3,2,4,1,-1.3825060251840617,1,353,8,0.899704
353,13,1,1,99,1,9,9, ,2, , , , ,3,2,4,2,0.40480512516042744,4,353,8,0.899704
353,13,2,1,99,1,9,9, ,2, , , , ,3,2,4,2,0.40480512516042744,4,353,8,0.899704
353,13,3,1,99,1,9,9, ,2, , , , ,3,2,4,2,0.40480512516042744,4,353,8,0.899704
353,15,1,1,99,1,9,9, ,2, , , , ,3,2,4,2,-0.07496219103333934,4,353,8,0.899704
353,15,2,1,99,1,9,9, ,2, , , , ,3,2,4,2,-0.07496219103333934,4,353,8,0.899704
353,15,3,1,99,1,9,9, ,2, , , , ,3,2,4,2,-0.07496219103333934,4,353,8,0.899704
354,4,1,1,98,95,1,1,95,2, , , , ,2,2,4,1,-1.3300636004946866,1,354,8,0.899704
354,4,2,1,98,95,1,2, ,2, , , , ,2,2,4,1,-1.3300636004946866,1,354,8,0.899704
354,5,1,1,11,14, , , ,2, , , , ,1,2,4,2,-0.6325859466206151,3,354,8,0.899704
354,6,1,1,31,95,2,2, ,2, , , , ,1,2,4,1,-1.0666248353504721,1,354,8,0.899704
354,11,1,1,11,12, , , ,2, , , , ,1,2,4,1,-0.6806654881062263,2,354,8,0.899704
355,2,1,1,16,95, , , ,1,1,90, , ,1,2,4,1,-0.11453776072675181,4,355,8,0.899704
355,4,1,1,16,24, , , ,2, , , , ,1,2,4,2,-1.6202149898159832,1,355,8,0.899704
355,6,1,1,11,95, , , ,2, , , , ,1,2,4,1,-0.7572085518575198,2,355,8,0.899704
355,9,1,1,11,23, , , ,2, , , , ,1,2,4,2,-0.4722336202685251,3,355,8,0.899704
355,11,1,1,98,12,8,2, ,2, , , , ,1,2,4,4,-1.2786472978997367,1,355,8,0.899704
355,12,1,1,31,95,2,2, ,2, , , , ,1,2,4,2,-0.9629752514371085,2,355,8,0.899704
356,3,1,1,11,1, , , ,2, , , , ,2,2,4,1,-0.295217442502733,3,356,8,0.899704
356,3,2,1,11,6, , , ,2, , , , ,2,2,4,1,-0.295217442502733,3,356,8,0.899704
356,8,1,2,11,25, , , ,2, , , , ,1,2,4,4,0.615007293415721,4,356,8,0.899704
357,1,1,1,11,1, , , ,2, , , , ,2,2,4,4,0.14965638629008035,4,357,8,0.899704
357,1,2,1,11,1, , , ,2, , , , ,2,2,4,4,0.14965638629008035,4,357,8,0.899704
357,3,1,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5967884003488717,1,357,8,0.899704
357,3,2,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5967884003488717,1,357,8,0.899704
357,3,3,1,11,1, , , ,2, , , , ,3,2,4,1,-1.5967884003488717,1,357,8,0.899704
357,4,1,1,11,1, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,2,1,11,1, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,3,1,11,1, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,4,1,11,0, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,5,1,11,0, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,6,1,11,0, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,7,1,11,0, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,4,8,1,11,0, , , ,2, , , , ,8,2,4,2,-0.545484442610613,3,357,8,0.899704
357,5,1,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,5,2,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,5,3,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,5,4,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,5,5,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,5,6,1,11,0, , , ,2, , , , ,6,2,4,1,-1.080566401421108,1,357,8,0.899704
357,6,1,1,11,0, , , ,2, , , , ,3,2,4,1,-1.055376650207334,1,357,8,0.899704
357,6,2,1,11,0, , , ,2, , , , ,3,2,4,1,-1.055376650207334,1,357,8,0.899704
357,6,3,1,11,0, , , ,2, , , , ,3,2,4,1,-1.055376650207334,1,357,8,0.899704
357,8,1,1,11,1, , , ,2, , , , ,1,2,4,2,-0.7235251136136699,2,357,8,0.899704
357,9,1,1,11,1, , , ,2, , , , ,2,2,4,2,-1.2202237070333182,1,357,8,0.899704
357,9,2,1,11,1, , , ,2, , , , ,2,2,4,2,-1.2202237070333182,1,357,8,0.899704
357,10,1,1,11,1, , , ,2, , , , ,1,2,4,2,-1.3316110475655687,1,357,8,0.899704
357,11,1,1,11,1, , , ,2, , , , ,1,2,4,3,-1.220089185249986,1,357,8,0.899704
357,13,1,1,11,0, , , ,2, , , , ,2,2,4,3,-0.1987868108186369,3,357,8,0.899704
357,13,2,1,11,0, , , ,2, , , , ,2,2,4,3,-0.1987868108186369,3,357,8,0.899704
357,14,1,1,11,0, , , ,2, , , , ,3,2,4,3,-0.39510350083757045,3,357,8,0.899704
357,14,2,1,11,0, , , ,2, , , , ,3,2,4,3,-0.39510350083757045,3,357,8,0.899704
357,14,3,1,11,0, , , ,2, , , , ,3,2,4,3,-0.39510350083757045,3,357,8,0.899704
357,15,1,1,11,0, , , ,2, , , , ,2,2,4,3,-0.9747363096985314,2,357,8,0.899704
357,15,2,1,11,0, , , ,2, , , , ,2,2,4,3,-0.9747363096985314,2,357,8,0.899704
358,4,1,1,11,24, , , ,2, , , , ,1,2,4,1,-0.4317579096440237,3,358,8,0.899704
358,14,1,1,11,12, , , ,2, , , , ,1,2,4,1,-0.9118223959009841,2,358,8,0.899704
358,15,1,1,11,24, , , ,1,2,4,90, ,1,2,4,1,-0.9810956760434318,2,358,8,0.899704
360,7,1,1,11,24, , , ,2, , , , ,1,1,4,2,0.1810580949376631,4,360,4,0.468467
360,12,1,1,11,9, , , ,2, , , , ,2,1,4,5,1.7183759285574876,5,360,4,0.468467
360,12,2,1,11,9, , , ,2, , , , ,2,1,4,5,1.7183759285574876,5,360,4,0.468467
360,15,1,1,11,95, , , ,2, , , , ,1,1,4,2,0.7434906139609335,5,360,4,0.468467
361,6,1,1,11,95, , , ,2, , , , ,1,1,4,4,0.47134815980247163,4,361,4,0.468467
361,7,1,1,11,95, , , ,2, , , , ,2,1,4,4,0.09007993726618665,4,361,4,0.468467
361,7,2,1,11,95, , , ,2, , , , ,2,1,4,4,0.09007993726618665,4,361,4,0.468467
361,12,1,1,11,95, , , ,2, , , , ,1,1,4,3,-0.42283244535141107,3,361,4,0.468467
362,11,1,1,11,95, , , ,2, , , , ,1,1,4,5,1.5731421511534838,5,362,4,0.468467
363,7,1,2,98,20,8,2, ,2, , , , ,2,1,4,3,0.8177158842828158,5,363,4,0.468467
363,7,2,2,98,11,8,2, ,2, , , , ,2,1,4,3,0.8177158842828158,5,363,4,0.468467
363,11,1,1,11,95, , , ,2, , , , ,1,1,4,2,0.38887820445935745,4,363,4,0.468467
364,5,1,1,11,12, , , ,2, , , , ,1,1,4,5,1.3311293741263028,5,364,4,0.468467
364,13,1,1,11,95, , , ,2, , , , ,1,1,4,4,1.4405986219396714,5,364,4,0.468467
365,1,1,1,11,95, , , ,2, , , , ,2,1,4,2,0.4044299618033603,4,365,4,0.806193
365,1,2,1,11,95, , , ,2, , , , ,2,1,4,2,0.4044299618033603,4,365,4,0.806193
365,10,1,1,11,14, , , ,1,1,90, , ,1,1,4,2,0.3293513234519764,4,365,4,0.806193
365,15,1,1,11,2, , , ,1,1,90, , ,1,1,4,2,-0.6541040087298052,3,365,4,0.806193
