HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH4,HH6,HH7,ethnicity,helevel,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,PSU,stratum
466,23,1,1,6,15,2, ,1,1,2,4,90,1,1,150,2,2,1,1,0.9933142480729444,-0.8544634119949095,1,1, , , ,-0.8927037102200419,1,1,466,2072
466,24,1,1,4,15,2, ,1,2,4,90, ,1,1,150,2,2,1,2,0.9933142480729444,-0.7446458869700348,1,2, , , ,-0.7367129076278903,1,2,466,2072
467,2,1,1,36,12,1, ,1,1,2,3,90,1,2,150,2,2,1,0,0.5651463515968436,-0.03419219863510309,4,7, , , ,0.2724542633024104,4,8,467,2072
467,2,2,1,36,12,1, ,2, , , , ,1,2,150,2,2,1,0,0.5651463515968436,-0.03419219863510309,4,7, , , ,0.2724542633024104,4,8,467,2072
467,3,1,1,98,12,1, ,1,1,2,4,5,1,1,150,2,2,1,9,0.5651463515968436,-0.8746182550699503,1,1, , , ,-0.9213327486789068,1,1,467,2072
467,4,1,1,14,12,3, ,1,1,4,5,90,1,1,150,2,2,1,1,0.5651463515968436,-0.5410902872780305,2,4, , , ,-0.447571430792657,3,5,467,2072
467,6,1,1,95,12,1, ,1,1,2,90, ,1,2,150,2,2,1,0,0.5651463515968436,-0.036178387347994556,4,7, , , ,0.2696329725170532,4,8,467,2072
467,6,2,1,95,12,1, ,1,3,4,5,90,1,2,150,2,2,1,0,0.5651463515968436,-0.036178387347994556,4,7, , , ,0.2696329725170532,4,8,467,2072
467,7,1,1,4,12,2, ,1,1,2,3,4,1,2,150,2,2,1,2,0.5651463515968436,-0.8159098328749446,1,1, , , ,-0.8379401035155464,1,1,467,2072
467,7,2,1,1,12,3, ,2, , , , ,1,2,150,2,2,1,2,0.5651463515968436,-0.8159098328749446,1,1, , , ,-0.8379401035155464,1,1,467,2072
467,8,1,1,0,12,2, ,1,1,2,3,90,1,1,150,2,2,1,1,0.5651463515968436,-0.7563158108497663,1,2, , , ,-0.7532895040479636,1,2,467,2072
467,10,1,1,8,12,1, ,1,1,2,90, ,1,2,150,2,2,1,0,0.5651463515968436,-0.7691223120912548,1,2, , , ,-0.7714805569478052,1,2,467,2072
467,10,2,1,8,12,1, ,1,3,8,9,90,1,2,150,2,2,1,0,0.5651463515968436,-0.7691223120912548,1,2, , , ,-0.7714805569478052,1,2,467,2072
467,12,1,1,7,12,1, ,1,1,2,90, ,1,3,150,2,2,1,1,0.5651463515968436,-0.18703978786939723,4,7, , , ,0.055341210412788014,4,7,467,2072
467,12,2,1,7,12,1, ,1,3,90, , ,1,3,150,2,2,1,1,0.5651463515968436,-0.18703978786939723,4,7, , , ,0.055341210412788014,4,7,467,2072
467,12,3,1,7,12,1, ,1,4,5,90, ,1,3,150,2,2,1,1,0.5651463515968436,-0.18703978786939723,4,7, , , ,0.055341210412788014,4,7,467,2072
467,13,1,1,7,12,1, ,1,1,2,3,90,1,1,150,2,2,1,3,0.5651463515968436,-0.3207795447601717,3,6, , , ,-0.1346300351706984,4,7,467,2072
467,14,1,1,0,12,1, ,1,2,6,7,3,1,2,150,2,2,1,0,0.5651463515968436,-0.6782139675500898,2,3, , , ,-0.6423493857245594,2,3,467,2072
467,14,2,1,0,12,1, ,1,1,90, , ,1,2,150,2,2,1,0,0.5651463515968436,-0.6782139675500898,2,3, , , ,-0.6423493857245594,2,3,467,2072
467,17,1,1,95,15,2, ,1,1,2,3,90,1,2,150,2,2,1,1,0.5651463515968436,-0.8760662196830742,1,1, , , ,-0.9233895165952759,1,1,467,2072
467,17,2,1,95,15,3, ,2, , , , ,1,2,150,2,2,1,1,0.5651463515968436,-0.8760662196830742,1,1, , , ,-0.9233895165952759,1,1,467,2072
467,18,1,1,6,12,2, ,1,1,2,3,4,1,1,150,2,2,1,2,0.5651463515968436,-0.8218107452608433,1,1, , , ,-0.8463220813364253,1,1,467,2072
467,20,1,1,0,15,2, ,1,1,2,3,90,1,2,150,2,2,1,1,0.5651463515968436,-0.8096151342110047,1,1, , , ,-0.8289987701860864,1,2,467,2072
467,20,2,1,0,15,2, ,2, , , , ,1,2,150,2,2,1,1,0.5651463515968436,-0.8096151342110047,1,1, , , ,-0.8289987701860864,1,2,467,2072
467,21,1,1,8,12,1, ,2, , , , ,1,1,150,2,2,1,0,0.5651463515968436,-0.5998237371733898,2,3, , , ,-0.5309996266667468,2,4,467,2072
467,22,1,1,6,12,1, ,1,2,3,90, ,1,1,150,2,2,1,1,0.5651463515968436,-0.7524579838405067,1,2, , , ,-0.7478096361370834,1,2,467,2072
467,23,1,1,0,12,1, ,1,1,90, , ,1,1,150,2,2,1,1,0.5651463515968436,-0.6670122931709208,2,3, , , ,-0.626437916435967,2,3,467,2072
467,24,1,1,7,12,1, ,1,1,90, , ,1,2,150,2,2,1,1,0.5651463515968436,-0.6782411291132456,2,3, , , ,-0.6423879674904057,2,3,467,2072
467,24,2,1,7,12,1, ,1,2,90, , ,1,2,150,2,2,1,1,0.5651463515968436,-0.6782411291132456,2,3, , , ,-0.6423879674904057,2,3,467,2072
468,1,1,1,95,12,1, ,1,1,5,6,3,1,2,150,2,2,1,1,0.8819973836594657,-0.8610366517383632,1,1, , , ,-0.9020406984919933,1,1,468,2072
468,1,2,1,95,12,1, ,1,2,4,90, ,1,2,150,2,2,1,1,0.8819973836594657,-0.8610366517383632,1,1, , , ,-0.9020406984919933,1,1,468,2072
468,2,1,1,0,12,2, ,1,1,3,4,90,1,2,150,2,2,1,1,0.8819973836594657,-0.40932708967034964,3,5, , , ,-0.2604077978272012,3,6,468,2072
468,2,2,1,0,12,2, ,2, , , , ,1,2,150,2,2,1,1,0.8819973836594657,-0.40932708967034964,3,5, , , ,-0.2604077978272012,3,6,468,2072
468,3,1,1,0,12,1, ,1,1,2,90, ,1,2,150,2,2,1,0,0.8819973836594657,-0.5965333535474586,2,3, , , ,-0.5263257862890037,2,4,468,2072
468,3,2,1,0,12,1, ,1,3,90, , ,1,2,150,2,2,1,0,0.8819973836594657,-0.5965333535474586,2,3, , , ,-0.5263257862890037,2,4,468,2072
468,4,1,1,24,12,1, ,1,1,2,90, ,1,3,150,2,2,1,1,0.8819973836594657,-0.6726563732013271,2,3, , , ,-0.634455075570067,2,3,468,2072
468,4,2,1,24,12,1, ,1,3,5,4,6,1,3,150,2,2,1,1,0.8819973836594657,-0.6726563732013271,2,3, , , ,-0.634455075570067,2,3,468,2072
468,4,3,1,24,12,1, ,2, , , , ,1,3,150,2,2,1,1,0.8819973836594657,-0.6726563732013271,2,3, , , ,-0.634455075570067,2,3,468,2072
468,5,1,1,12,12,1, ,1,1,90, , ,1,3,150,2,2,1,0,0.8819973836594657,-0.9365676780297938,1,1, , , ,-1.0093290881105026,1,1,468,2072
468,5,2,1,24,12,1, ,1,2,3,4,90,1,3,150,2,2,1,0,0.8819973836594657,-0.9365676780297938,1,1, , , ,-1.0093290881105026,1,1,468,2072
468,5,3,1,24,12,1, ,2, , , , ,1,3,150,2,2,1,0,0.8819973836594657,-0.9365676780297938,1,1, , , ,-1.0093290881105026,1,1,468,2072
468,6,1,1,0,12,1, ,1,1,2,90, ,1,4,150,2,2,1,1,0.8819973836594657,0.08876191109940204,4,8, , , ,0.4471049873571052,5,9,468,2072
468,6,2,1,0,12,1, ,1,3,4,5,90,1,4,150,2,2,1,1,0.8819973836594657,0.08876191109940204,4,8, , , ,0.4471049873571052,5,9,468,2072
468,6,3,1,0,12,1, ,1,6,7,90, ,1,4,150,2,2,1,1,0.8819973836594657,0.08876191109940204,4,8, , , ,0.4471049873571052,5,9,468,2072
468,6,4,1,0,12,1, ,1,8,9,90, ,1,4,150,2,2,1,1,0.8819973836594657,0.08876191109940204,4,8, , , ,0.4471049873571052,5,9,468,2072
468,7,1,1,2,12,3, ,1,1,2,8,7,1,3,150,2,2,1,0,0.8819973836594657,-0.7173139626081918,1,2, , , ,-0.6978891514320906,2,3,468,2072
468,7,2,1,2,12,3, ,1,3,4,5,6,1,3,150,2,2,1,0,0.8819973836594657,-0.7173139626081918,1,2, , , ,-0.6978891514320906,2,3,468,2072
468,7,3,1,2,12,3, ,2, , , , ,1,3,150,2,2,1,0,0.8819973836594657,-0.7173139626081918,1,2, , , ,-0.6978891514320906,2,3,468,2072
468,8,1,1,3,12,4,7,1,1,90, , ,1,2,150,2,2,1,0,0.8819973836594657,-0.795064630779516,1,2, , , ,-0.8083304414481761,1,2,468,2072
468,8,2,1,3,12,4,7,1,2,3,90, ,1,2,150,2,2,1,0,0.8819973836594657,-0.795064630779516,1,2, , , ,-0.8083304414481761,1,2,468,2072
468,9,1,1,0,12,2, ,1,1,2,3,90,1,2,150,2,2,1,1,0.8819973836594657,-0.6487982479906721,2,3, , , ,-0.6005656931685683,2,3,468,2072
468,9,2,1,95,12,2, ,2, , , , ,1,2,150,2,2,1,1,0.8819973836594657,-0.6487982479906721,2,3, , , ,-0.6005656931685683,2,3,468,2072
468,10,1,1,20,12,1, ,1,1,2,90, ,1,4,150,2,2,1,1,0.8819973836594657,-0.7301151201384095,1,2, , , ,-0.7160726138329682,1,2,468,2072
468,10,2,1,20,12,1, ,1,3,90, , ,1,4,150,2,2,1,1,0.8819973836594657,-0.7301151201384095,1,2, , , ,-0.7160726138329682,1,2,468,2072
468,10,3,1,20,12,1, ,1,4,5,90, ,1,4,150,2,2,1,1,0.8819973836594657,-0.7301151201384095,1,2, , , ,-0.7160726138329682,1,2,468,2072
468,10,4,1,20,12,1, ,1,6,7,90, ,1,4,150,2,2,1,1,0.8819973836594657,-0.7301151201384095,1,2, , , ,-0.7160726138329682,1,2,468,2072
468,11,1,1,6,12,1, ,1,1,7,6,90,1,3,150,2,2,1,0,0.8819973836594657,-0.8634083897678143,1,1, , , ,-0.9054096445565545,1,1,468,2072
468,11,2,1,6,12,1, ,1,2,4,5,90,1,3,150,2,2,1,0,0.8819973836594657,-0.8634083897678143,1,1, , , ,-0.9054096445565545,1,1,468,2072
468,11,3,1,24,12,4,4,1,3,90, , ,1,3,150,2,2,1,0,0.8819973836594657,-0.8634083897678143,1,1, , , ,-0.9054096445565545,1,1,468,2072
468,12,1,1,0,12,2, ,1,1,2,3,90,1,1,150,2,2,1,1,0.8819973836594657,-0.5795995547901287,2,4, , , ,-0.5022720948723419,2,4,468,2072
468,13,1,1,3,15,2, ,2, , , , ,1,1,150,2,2,1,3,0.8819973836594657,-0.5705177404189,2,4, , , ,-0.48937179036775574,2,4,468,2072
468,14,1,1,8,12,1, ,1,1,90, , ,1,1,150,2,2,3,0,0.8819973836594657,-0.723270899541858,1,2, , , ,-0.7063507095765028,2,3,468,2072
468,15,1,1,0,12,1, ,1,1,3,2,90,1,4,150,2,2,1,1,0.8819973836594657,-0.5874940494576963,2,4, , , ,-0.5134858657069551,2,4,468,2072
468,15,2,1,0,12,1, ,1,4,5,90, ,1,4,150,2,2,1,1,0.8819973836594657,-0.5874940494576963,2,4, , , ,-0.5134858657069551,2,4,468,2072
468,15,3,1,0,12,1, ,1,6,7,90, ,1,4,150,2,2,1,1,0.8819973836594657,-0.5874940494576963,2,4, , , ,-0.5134858657069551,2,4,468,2072
468,15,4,1,0,12,1, ,1,8,90, , ,1,4,150,2,2,1,1,0.8819973836594657,-0.5874940494576963,2,4, , , ,-0.5134858657069551,2,4,468,2072
468,16,1,1,13,15,2, ,1,1,2,3,90,1,1,150,2,2,1,0,0.8819973836594657,-0.7609886196751096,1,2, , , ,-0.7599270165839626,1,2,468,2072
468,17,1,1,4,12,2, ,2, , , , ,1,1,150,2,2,1,1,0.8819973836594657,-0.7997077047836452,1,1, , , ,-0.8149257170222234,1,2,468,2072
468,18,1,1,0,12,1, ,1,1,2,3,4,1,3,150,2,2,1,1,0.8819973836594657,-0.38766786624257943,3,5, , , ,-0.2296418554582094,3,6,468,2072
468,18,2,1,0,12,3, ,1,5,90, , ,1,3,150,2,2,1,1,0.8819973836594657,-0.38766786624257943,3,5, , , ,-0.2296418554582094,3,6,468,2072
468,18,3,1,0,12,1, ,2, , , , ,1,3,150,2,2,1,1,0.8819973836594657,-0.38766786624257943,3,5, , , ,-0.2296418554582094,3,6,468,2072
468,20,1,1,16,12,1, ,1,1,2,4,90,1,1,150,2,2,1,1,0.8819973836594657,-0.8224476396264346,1,1, , , ,-0.8472267608330039,1,1,468,2072
468,21,1,1,0,12,2, ,1,1,2,3,90,1,1,150,2,2,1,0,0.8819973836594657,-0.8598961230207742,1,1, , , ,-0.9004206292908725,1,1,468,2072
468,22,1,1,3,12,1, ,1,1,2,90, ,1,2,150,2,2,1,1,0.8819973836594657,-0.6352769615372623,2,3, , , ,-0.5813593203654295,2,4,468,2072
468,22,2,1,1,12,1, ,1,3,90, , ,1,2,150,2,2,1,1,0.8819973836594657,-0.6352769615372623,2,3, , , ,-0.5813593203654295,2,4,468,2072
468,23,1,1,24,12,1, ,1,1,2,90, ,1,2,150,2,2,1,0,0.8819973836594657,0.1616272234718749,4,8, , , ,0.5506068515225496,5,9,468,2072
468,23,2,1,24,12,1, ,1,5,6,90, ,1,2,150,2,2,1,0,0.8819973836594657,0.1616272234718749,4,8, , , ,0.5506068515225496,5,9,468,2072
468,24,1,1,0,12,3, ,1,1,90, , ,1,1,150,2,2,1,0,0.8819973836594657,-0.7660515100448836,1,2, , , ,-0.7671186222228461,1,2,468,2072
469,1,1,1,36,12,1, ,1,1,2,90, ,1,1,150,2,2,1,1,0.5692438144038023,1.0798870904714248,5,9, , , ,1.8549532535105466,5,10,469,2072
469,2,1,1,0,12,2, ,1,2,1,4,90,1,1,150,2,2,1,2,0.5692438144038023,-0.2825791204070461,3,6, , , ,-0.08036806876000865,4,7,469,2072
469,4,1,1,30,12,1, ,1,1,2,4,90,1,1,150,2,2,1,1,0.5692438144038023,-0.8116301465147665,1,1, , , ,-0.8318610035721116,1,2,469,2072
469,5,1,1,95,12,1, ,1,1,2,3,4,1,2,150,2,2,1,1,0.5692438144038023,-0.160703684626777,4,7, , , ,0.09275044797332813,4,8,469,2072
469,5,2,1,95,12,1, ,1,5,90, , ,1,2,150,2,2,1,1,0.5692438144038023,-0.160703684626777,4,7, , , ,0.09275044797332813,4,8,469,2072
469,6,1,1,36,13,1, ,1,1,90, , ,1,3,150,2,2,1,1,0.5692438144038023,-0.2520117197841089,3,6, , , ,-0.03694846560242742,4,7,469,2072
469,6,2,1,36,12,1, ,1,2,4,90, ,1,3,150,2,2,1,1,0.5692438144038023,-0.2520117197841089,3,6, , , ,-0.03694846560242742,4,7,469,2072
469,6,3,1,36,12,1, ,1,3,90, , ,1,3,150,2,2,1,1,0.5692438144038023,-0.2520117197841089,3,6, , , ,-0.03694846560242742,4,7,469,2072
469,7,1,1,24,12,1, ,1,1,2,6,90,1,2,150,2,2,1,2,0.5692438144038023,-0.30338606075916363,3,6, , , ,-0.10992338176017566,4,7,469,2072
469,7,2,1,24,12,1, ,1,3,5,90, ,1,2,150,2,2,1,2,0.5692438144038023,-0.30338606075916363,3,6, , , ,-0.10992338176017566,4,7,469,2072
469,8,1,1,95,12,2, ,1,1,2,3,4,1,1,150,2,2,1,1,0.5692438144038023,-0.06186697244982364,4,7, , , ,0.23314350504286416,4,8,469,2072
469,10,1,1,9,15,2, ,1,1,2,5,90,1,1,150,2,2,1,1,0.5692438144038023,-0.3912901109199156,3,5, , , ,-0.23478708937488016,3,6,469,2072
469,12,1,1,6,12,1, ,1,1,2,90, ,1,3,150,2,2,1,1,0.5692438144038023,1.7024490413988003,5,10, , , ,2.7392742065323867,5,10,469,2072
469,12,2,1,6,12,1, ,1,3,5,90, ,1,3,150,2,2,1,1,0.5692438144038023,1.7024490413988003,5,10, , , ,2.7392742065323867,5,10,469,2072
469,12,3,1,6,12,1, ,1,4,90, , ,1,3,150,2,2,1,1,0.5692438144038023,1.7024490413988003,5,10, , , ,2.7392742065323867,5,10,469,2072
469,15,1,1,8,12,1, ,1,1,3,7,90,1,2,150,2,2,1,2,0.5692438144038023,-0.7981600842358073,1,2, , , ,-0.8127273923804083,1,2,469,2072
469,15,2,1,8,12,1, ,1,5,6,90, ,1,2,150,2,2,1,2,0.5692438144038023,-0.7981600842358073,1,2, , , ,-0.8127273923804083,1,2,469,2072
469,16,1,1,2,15,2, ,1,1,2,5,90,1,3,150,2,2,1,0,0.5692438144038023,-0.12850459032095146,4,7, , , ,0.13848779783955759,4,8,469,2072
469,16,2,1,7,12,1, ,1,3,90, , ,1,3,150,2,2,1,0,0.5692438144038023,-0.12850459032095146,4,7, , , ,0.13848779783955759,4,8,469,2072
469,16,3,1,7,12,1, ,1,4,90, , ,1,3,150,2,2,1,0,0.5692438144038023,-0.12850459032095146,4,7, , , ,0.13848779783955759,4,8,469,2072
469,17,1,1,0,12,2, ,1,1,2,3,90,1,1,150,2,2,1,1,0.5692438144038023,-0.634231880077559,2,3, , , ,-0.5798748296556236,2,4,469,2072
469,18,1,1,24,12,3, ,1,1,2,90, ,1,1,150,2,2,1,1,0.5692438144038023,-0.7858400630507132,1,2, , , ,-0.795227362287945,1,2,469,2072
469,19,1,1,24,12,4,4,1,1,2,90, ,1,1,150,2,2,1,1,0.5692438144038023,-0.3269012395088694,3,6, , , ,-0.1433256243023713,4,7,469,2072
469,20,1,1,0,12,2, ,1,1,2,90, ,1,1,150,2,2,1,0,0.5692438144038023,-0.9550307561485802,1,1, , , ,-1.0355550513474152,1,1,469,2072
469,21,1,1,6,12,1, ,1,1,4,5,6,1,1,150,2,2,1,0,0.5692438144038023,-0.9767224843720455,1,1, , , ,-1.066367165301201,1,1,469,2072
469,22,1,1,3,12,2, ,1,1,2,90, ,1,1,150,2,2,1,1,0.5692438144038023,-0.7391947335299842,1,2, , , ,-0.7289697919460003,1,2,469,2072
469,23,1,2,0,12,1, ,1,2,3,1,4,1,2,150,2,2,1,1,0.5692438144038023,-0.6967114709473147,2,3, , , ,-0.6686242485047084,2,3,469,2072
469,23,2,1,0,12,1, ,1,5,6,7,90,1,2,150,2,2,1,1,0.5692438144038023,-0.6967114709473147,2,3, , , ,-0.6686242485047084,2,3,469,2072
469,24,1,1,24,12,1, ,1,1,2,6,90,1,2,150,2,2,1,0,0.5692438144038023,-0.6245812853847554,2,3, , , ,-0.5661665985578912,2,4,469,2072
469,24,2,1,24,12,1, ,1,3,4,5,90,1,2,150,2,2,1,0,0.5692438144038023,-0.6245812853847554,2,3, , , ,-0.5661665985578912,2,4,469,2072
470,1,1,1,24,12,3, ,1,1,5,90, ,1,1,150,2,2,1,0,1.4859945065762223,-0.6717615684753101,2,3, , , ,-0.6331840461297018,2,3,470,2072
470,2,1,1,36,12,2, ,1,1,2,3,90,1,1,150,2,2,1,0,1.4859945065762223,-0.7927952359186802,1,2, , , ,-0.8051068692026707,1,2,470,2072
470,3,1,1,0,12,1, ,1,1,6,2,3,1,1,150,2,2,1,1,1.4859945065762223,-0.3784799677138402,3,5, , , ,-0.2165908632298866,3,6,470,2072
470,4,1,1,18,12,1, ,1,1,2,90, ,1,2,150,2,2,1,1,1.4859945065762223,-0.6772415719181528,2,3, , , ,-0.6409681419291944,2,3,470,2072
470,4,2,1,18,12,1, ,1,4,90, , ,1,2,150,2,2,1,1,1.4859945065762223,-0.6772415719181528,2,3, , , ,-0.6409681419291944,2,3,470,2072
470,5,1,1,35,12,2, ,1,1,2,3,90,1,1,150,2,2,1,1,1.4859945065762223,-0.109770015979166,4,7, , , ,0.16509940912050286,4,8,470,2072
470,6,1,1,95,12,1, ,1,1,2,6,90,1,2,150,2,2,1,1,1.4859945065762223,-0.6615769031560846,2,3, , , ,-0.6187171919830748,2,3,470,2072
470,6,2,1,95,12,1, ,1,3,4,90, ,1,2,150,2,2,1,1,1.4859945065762223,-0.6615769031560846,2,3, , , ,-0.6187171919830748,2,3,470,2072
470,7,1,1,29,12,3, ,1,1,2,4,90,1,1,150,2,2,1,1,1.4859945065762223,-0.05871955775726212,4,7, , , ,0.23761426454934362,4,8,470,2072
470,9,1,1,0,12,1, ,1,1,2,90, ,1,2,150,2,2,1,1,1.4859945065762223,-0.5296997238972099,2,4, , , ,-0.43139165326308226,3,5,470,2072
470,9,2,1,0,12,1, ,1,3,4,5,90,1,2,150,2,2,1,1,1.4859945065762223,-0.5296997238972099,2,4, , , ,-0.43139165326308226,3,5,470,2072
470,10,1,1,26,12,1, ,1,1,2,90, ,1,1,150,2,2,1,1,1.4859945065762223,-0.8656401625449525,1,1, , , ,-0.9085797763422621,1,1,470,2072
470,11,1,1,18,12,1, ,1,3,4,5,90,1,3,150,2,2,1,2,1.4859945065762223,0.1095023877732422,4,8, , , ,0.47656589172335545,5,9,470,2072
470,11,2,1,18,11,1, ,1,1,8,90, ,1,3,150,2,2,1,2,1.4859945065762223,0.1095023877732422,4,8, , , ,0.47656589172335545,5,9,470,2072
470,11,3,1,18,12,1, ,1,2,6,7,9,1,3,150,2,2,1,2,1.4859945065762223,0.1095023877732422,4,8, , , ,0.47656589172335545,5,9,470,2072
470,12,1,1,95,12,1, ,1,1,2,6,90,1,2,150,2,2,1,0,1.4859945065762223,-0.7182300818904533,1,2, , , ,-0.6991904572307576,2,3,470,2072
470,12,2,1,95,12,1, ,1,3,4,5,90,1,2,150,2,2,1,0,1.4859945065762223,-0.7182300818904533,1,2, , , ,-0.6991904572307576,2,3,470,2072
470,15,1,1,95,12,1, ,1,1,2,90, ,1,1,150,2,2,1,1,1.4859945065762223,-0.46580872035757415,3,5, , , ,-0.34063738687155415,3,5,470,2072
470,16,1,1,15,12,1, ,1,1,2,4,5,1,3,150,2,2,1,1,1.4859945065762223,-0.5013803657608182,2,4, , , ,-0.3911652922738896,3,5,470,2072
470,16,2,1,15,12,1, ,1,3,90, , ,1,3,150,2,2,1,1,1.4859945065762223,-0.5013803657608182,2,4, , , ,-0.3911652922738896,3,5,470,2072
470,16,3,1,15,12,1, ,2, , , , ,1,3,150,2,2,1,1,1.4859945065762223,-0.5013803657608182,2,4, , , ,-0.3911652922738896,3,5,470,2072
470,17,1,1,4,15,2, ,1,1,2,3,4,1,1,150,2,2,1,2,1.4859945065762223,-0.8514764717222147,1,1, , , ,-0.8884608973326915,1,1,470,2072
470,19,1,1,15,12,1, ,1,1,2,90, ,1,1,150,2,2,1,1,1.4859945065762223,-0.5727187615561087,2,4, , , ,-0.49249824084674537,2,4,470,2072
470,20,1,1,16,12,1, ,1,1,3,4,90,1,2,150,2,2,1,1,1.4859945065762223,-0.5711220518868326,2,4, , , ,-0.4902301873392509,2,4,470,2072
470,20,2,1,16,12,1, ,1,2,90, , ,1,2,150,2,2,1,1,1.4859945065762223,-0.5711220518868326,2,4, , , ,-0.4902301873392509,2,4,470,2072
470,21,1,1,0,12,1, ,1,1,2,90, ,1,2,150,2,2,1,2,1.4859945065762223,0.04414707933805742,4,7, , , ,0.38373164678701344,4,8,470,2072
470,21,2,1,0,12,1, ,2, , , , ,1,2,150,2,2,1,2,1.4859945065762223,0.04414707933805742,4,7, , , ,0.38373164678701344,4,8,470,2072
470,22,1,1,15,12,1, ,1,1,2,90, ,1,2,150,2,2,1,0,1.4859945065762223,-0.32517654211583935,3,6, , , ,-0.14087577005090818,4,7,470,2072
470,22,2,1,15,12,1, ,1,3,4,5,90,1,2,150,2,2,1,0,1.4859945065762223,-0.32517654211583935,3,6, , , ,-0.14087577005090818,4,7,470,2072
470,23,1,1,98,12,1, ,1,1,2,3,4,1,1,150,2,2,1,1,1.4859945065762223,-0.8938483578388209,1,1, , , ,-0.948648235566507,1,1,470,2072
470,24,1,1,95,12,4,96,1,1,2,90, ,1,1,150,2,2,1,0,1.4859945065762223,-0.7599315319462322,1,2, , , ,-0.7584254715145344,1,2,470,2072
471,1,1,1,95,12,2, ,1,1,2,3,90,1,1,150,2,2,8,1,0.5827097971101289,-0.6900222702076325,2,3, , , ,-0.6591225429085689,2,3,471,2072
471,2,1,1,0,12,2, ,1,1,2,3,90,1,2,150,2,2,1,1,0.5827097971101289,0.05848535890556325,4,7, , , ,0.4040985211726751,5,9,471,2072
471,2,2,1,0,12,2, ,2, , , , ,1,2,150,2,2,1,1,0.5827097971101289,0.05848535890556325,4,7, , , ,0.4040985211726751,5,9,471,2072
471,3,1,1,1,13,3, ,1,1,2,3,90,1,1,150,2,2,8,0,0.5827097971101289,-0.748029536795165,1,2, , , ,-0.7415192284022232,1,2,471,2072
471,4,1,1,95,15,2, ,1,1,2,90, ,1,3,150,2,2,1,1,0.5827097971101289,0.039459203075477206,4,7, , , ,0.3770727316413029,4,8,471,2072
471,4,2,1,95,15,2, ,1,3,4,90, ,1,3,150,2,2,1,1,0.5827097971101289,0.039459203075477206,4,7, , , ,0.3770727316413029,4,8,471,2072
471,4,3,1,95,15,3, ,2, , , , ,1,3,150,2,2,1,1,0.5827097971101289,0.039459203075477206,4,7, , , ,0.3770727316413029,4,8,471,2072
471,5,1,1,0,12,1, ,1,1,90, , ,1,2,150,2,2,8,1,0.5827097971101289,-0.6925882647872782,2,3, , , ,-0.6627674215728383,2,3,471,2072
471,5,2,1,0,12,1, ,1,2,3,4,90,1,2,150,2,2,8,1,0.5827097971101289,-0.6925882647872782,2,3, , , ,-0.6627674215728383,2,3,471,2072
471,6,1,1,3,13,4,96,1,1,90, , ,1,1,150,2,2,8,2,0.5827097971101289,-0.4565301202313684,3,5, , , ,-0.3274575571468301,3,5,471,2072
471,8,1,1,0,17,4,4,1,1,2,3,90,1,1,150,2,2,96,2,0.5827097971101289,0.019553585801799778,4,7, , , ,0.34879770710482927,4,8,471,2072
471,9,1,1,18,12,1, ,1,1,2,90, ,1,2,150,2,2,96,1,0.5827097971101289,-0.0701760244621637,4,7, , , ,0.2213408743435175,4,8,471,2072
471,9,2,1,18,12,1, ,2, , , , ,1,2,150,2,2,96,1,0.5827097971101289,-0.0701760244621637,4,7, , , ,0.2213408743435175,4,8,471,2072
471,11,1,1,0,12,1, ,1,1,2,6,90,1,3,150,2,2,1,1,0.5827097971101289,0.0015097877607733456,4,7, , , ,0.32316731216018946,4,8,471,2072
471,11,2,1,0,12,1, ,1,3,5,90, ,1,3,150,2,2,1,1,0.5827097971101289,0.0015097877607733456,4,7, , , ,0.32316731216018946,4,8,471,2072
471,11,3,1,0,12,1, ,1,4,7,90, ,1,3,150,2,2,1,1,0.5827097971101289,0.0015097877607733456,4,7, , , ,0.32316731216018946,4,8,471,2072
471,12,1,1,98,13,1, ,1,1,2,90, ,1,3,150,2,2,8,1,0.5827097971101289,-0.5160673288659937,2,4, , , ,-0.4120274557755592,3,5,471,2072
471,12,2,1,98,13,1, ,1,3,90, , ,1,3,150,2,2,8,1,0.5827097971101289,-0.5160673288659937,2,4, , , ,-0.4120274557755592,3,5,471,2072
471,12,3,1,98,13,1, ,1,4,5,90, ,1,3,150,2,2,8,1,0.5827097971101289,-0.5160673288659937,2,4, , , ,-0.4120274557755592,3,5,471,2072
471,13,1,1,17,12,1, ,1,1,2,90, ,1,3,150,2,2,8,3,0.5827097971101289,-0.22208805085697086,3,6, , , ,0.005556745941802755,4,7,471,2072
471,13,2,1,17,16,1, ,1,3,5,90, ,1,3,150,2,2,8,3,0.5827097971101289,-0.22208805085697086,3,6, , , ,0.005556745941802755,4,7,471,2072
471,13,3,1,17,12,1, ,1,4,90, , ,1,3,150,2,2,8,3,0.5827097971101289,-0.22208805085697086,3,6, , , ,0.005556745941802755,4,7,471,2072
471,14,1,1,0,12,1, ,1,1,2,3,4,1,1,150,2,2,8,2,0.5827097971101289,-0.15472557240529922,4,7, , , ,0.10124208465156362,4,8,471,2072
471,15,1,1,26,13,1, ,1,1,90, , ,1,1,150,2,2,8,1,0.5827097971101289,-0.40168634214661875,3,5, , , ,-0.2495544632764471,3,6,471,2072
