HH1,HH2,TNLN,TN3,TN4,TN5,TN10,TN12,TN13,TN15_1,TN15_2,TN15_3,TN15_4,TN1,TN2,HH3,HH4,HH6,HH7,helevel,religion,hhweight,wscore,windex5,windex10,wscoreu,windex5u,windex10u,wscorer,windex5r,windex10r,psu,stratum
69,4,1,1,95,13,1, ,1,1,2,90, ,1,2,32,30,2,1,2,2,1.14724561148243,-0.6664478856965466,3,5, , , ,-0.11491993478430897,3,6,69,11
69,4,2,1,95,13,1, ,2, , , , ,1,2,32,30,2,1,2,2,1.14724561148243,-0.6664478856965466,3,5, , , ,-0.11491993478430897,3,6,69,11
69,5,1,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,1,8,1.14724561148243,-0.8193165781392685,2,3, , , ,-0.4055448253598261,2,4,69,11
69,5,2,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,1,8,1.14724561148243,-0.8193165781392685,2,3, , , ,-0.4055448253598261,2,4,69,11
69,7,1,1,95,13,1, ,2, , , , ,1,1,34,30,2,1,1,2,1.14724561148243,-0.6720543465091013,3,5, , , ,-0.12557860553061084,3,6,69,11
69,8,1,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,2,2,1.14724561148243,-0.5226539831805542,3,6, , , ,0.15845250345902243,4,8,69,11
69,8,2,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,2,2,1.14724561148243,-0.5226539831805542,3,6, , , ,0.15845250345902243,4,8,69,11
69,9,1,1,36,13,4,4,2, , , , ,1,1,34,30,2,1,2,3,1.14724561148243,-0.2848364373170726,3,6, , , ,0.610577115366782,5,9,69,11
69,10,1,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,1.14724561148243,-0.8166994577125634,2,3, , , ,-0.40056931124061484,2,4,69,11
69,10,2,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,1.14724561148243,-0.8166994577125634,2,3, , , ,-0.40056931124061484,2,4,69,11
69,10,3,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,1.14724561148243,-0.8166994577125634,2,3, , , ,-0.40056931124061484,2,4,69,11
69,11,1,1,24,13,3, ,2, , , , ,1,1,31,30,2,1,1,3,1.14724561148243,-0.9269325273434649,1,2, , , ,-0.6101378846833933,2,3,69,11
69,15,1,1,95,13,1, ,1,2,3,4,5,1,1,31,30,2,1,1,4,1.14724561148243,-1.1347255665139766,1,1, , , ,-1.005181685387788,1,1,69,11
69,21,1,1,95,13,1, ,2, , , , ,1,1,32,30,2,1,1,1,1.14724561148243,-0.6991599438899807,2,4, , , ,-0.17711015948665537,3,6,69,11
69,22,1,1,95,13,1, ,2, , , , ,1,2,32,30,2,1,2,4,1.14724561148243,-0.4481483120247798,3,6, , , ,0.300098266112586,4,8,69,11
69,22,2,1,95,28,1, ,2, , , , ,1,2,32,30,2,1,2,4,1.14724561148243,-0.4481483120247798,3,6, , , ,0.300098266112586,4,8,69,11
69,23,1,1,95,13,1, ,1,1,2,90, ,1,1,32,30,2,1,1,8,1.14724561148243,0.027324351649059997,4,7, , , ,1.2040386913480228,5,10,69,11
69,24,1,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,0,4,1.14724561148243,-0.9854585542068922,1,2, , , ,-0.7214040954503654,1,2,69,11
69,24,2,1,95,13,1, ,2, , , , ,1,2,33,30,2,1,0,4,1.14724561148243,-0.9854585542068922,1,2, , , ,-0.7214040954503654,1,2,69,11
69,25,1,1,36,13,1, ,2, , , , ,1,1,34,30,2,1,1,4,1.14724561148243,-0.38092967312326553,3,6, , , ,0.42789035527896274,5,9,69,11
70,13,1,1,2,36,4,4,2, , , , ,1,1,32,30,2,1,2,8,1.266089706084459,0.20689558206722203,4,7, , , ,1.5454288632456692,5,10,70,11
70,25,1,1,95,14,4,4,1,1,2,4,90,1,1,33,30,2,1,2,3,1.266089706084459,0.06604278859840562,4,7, , , ,1.277647887069212,5,10,70,11
71,1,1,1,95,13,3, ,2, , , , ,1,1,31,30,2,1,2,1,2.071060897227013,-0.8126733479144292,2,3, , , ,-0.39291511010347774,3,5,71,11
71,3,1,1,95,13,1, ,2, , , , ,1,2,31,30,2,1,1,4,2.071060897227013,0.0018705533981173694,4,7, , , ,1.155647439920375,5,10,71,11
71,3,2,2,95,13,1, ,2, , , , ,1,2,31,30,2,1,1,4,2.071060897227013,0.0018705533981173694,4,7, , , ,1.155647439920375,5,10,71,11
71,7,1,1,95,28,1, ,2, , , , ,1,1,34,30,2,1,1,1,2.071060897227013,-0.6217675784094823,3,5, , , ,-0.029976384808901593,4,7,71,11
71,8,1,1,95,13,1, ,2, , , , ,1,1,33,30,2,1,1,1,2.071060897227013,-0.7880298741027887,2,3, , , ,-0.3460643994349596,3,5,71,11
71,9,1,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,2.071060897227013,-0.6207320480876785,3,5, , , ,-0.028007695984179525,4,7,71,11
71,9,2,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,2.071060897227013,-0.6207320480876785,3,5, , , ,-0.028007695984179525,4,7,71,11
71,9,3,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,1,2,2.071060897227013,-0.6207320480876785,3,5, , , ,-0.028007695984179525,4,7,71,11
71,12,1,1,95,11,1, ,2, , , , ,1,1,33,30,2,1,1,4,2.071060897227013,-0.8611987761080819,2,3, , , ,-0.4851687758708782,2,4,71,11
71,16,1,1,36,13,1, ,2, , , , ,1,1,33,30,2,1,3,2,2.071060897227013,1.2500795891693803,5,9, , , ,3.5286684204741072,5,10,71,11
71,19,1,1,95,13,1, ,2, , , , ,1,1,34,30,2,1,3,1,2.071060897227013,1.4254170644507789,5,9, , , ,3.8620096282334195,5,10,71,11
71,20,1,1,24,13,1, ,2, , , , ,1,1,33,30,2,1,3,2,2.071060897227013,1.6993621507631387,5,10, , , ,4.382817777116233,5,10,71,11
72,2,1,1,95,13,1, ,2, , , , ,1,1,34,30,2,1,1,3,1.5751936382339848,-0.29075437560980194,3,6, , , ,0.5993262821106426,5,9,72,11
72,8,1,1,95,98,4,96,1,1,2,4,90,1,1,31,30,2,1,2,9,1.5751936382339848,-0.9055708644092493,1,2, , , ,-0.5695263581924891,2,3,72,11
72,11,1,1,95,13,1, ,1,1,90, , ,1,3,34,30,2,1,2,4,1.5751936382339848,-0.7472542227154775,2,4, , , ,-0.26854414964919676,3,5,72,11
72,11,2,1,95,13,1, ,2, , , , ,1,3,34,30,2,1,2,4,1.5751936382339848,-0.7472542227154775,2,4, , , ,-0.26854414964919676,3,5,72,11
72,11,3,1,95,13,1, ,2, , , , ,1,3,34,30,2,1,2,4,1.5751936382339848,-0.7472542227154775,2,4, , , ,-0.26854414964919676,3,5,72,11
72,14,1,1,95,11,1, ,2, , , , ,1,1,33,30,2,1,1,4,1.5751936382339848,-0.8681990481484927,2,3, , , ,-0.49847727784884555,2,4,72,11
72,16,1,1,24,13,1, ,2, , , , ,1,1,31,30,2,1,1,1,1.5751936382339848,-1.0105393436032755,1,2, , , ,-0.7690862045689648,1,2,72,11
72,17,1,1,95,13,1, ,1,1,2,3,90,1,1,32,30,2,1,2,3,1.5751936382339848,-0.7698344824223933,2,4, , , ,-0.31147240004257265,3,5,72,11
72,18,1,1,95,13,1, ,2, , , , ,1,3,33,30,2,1,2,2,1.5751936382339848,-0.7879271385364766,2,3, , , ,-0.3458690846701075,3,5,72,11
72,18,2,1,95,13,1, ,2, , , , ,1,3,33,30,2,1,2,2,1.5751936382339848,-0.7879271385364766,2,3, , , ,-0.3458690846701075,3,5,72,11
72,18,3,1,95,13,1, ,2, , , , ,1,3,33,30,2,1,2,2,1.5751936382339848,-0.7879271385364766,2,3, , , ,-0.3458690846701075,3,5,72,11
72,23,1,1,95,28,4,96,2, , , , ,1,1,34,30,2,1,2,6,1.5751936382339848,-0.7676241080876454,2,4, , , ,-0.3072701674670063,3,5,72,11
72,26,1,1,95,13,1, ,1,1,5,90, ,1,3,32,30,2,1,2,3,1.5751936382339848,-0.5158459454216617,3,6, , , ,0.17139554102345678,4,8,72,11
72,26,2,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,2,3,1.5751936382339848,-0.5158459454216617,3,6, , , ,0.17139554102345678,4,8,72,11
72,26,3,1,95,13,1, ,2, , , , ,1,3,32,30,2,1,2,3,1.5751936382339848,-0.5158459454216617,3,6, , , ,0.17139554102345678,4,8,72,11
73,13,1,1,24,98,1, ,2, , , , ,1,1,34,30,2,1,1,1,1.2540764786752416,-0.42460764293948794,3,6, , , ,0.3448523898488822,4,8,73,11
73,25,1,1,0,11,2, ,2, , , , ,1,1,33,30,2,1,2,4,1.2540764786752416,-0.8164498217385402,2,3, , , ,-0.40009471813410685,2,4,73,11
74,1,1,1,95,13,1, ,2, , , , ,1,1,34,30,2,1,1,2,1.304545701830015,-0.773513960007931,2,4, , , ,-0.31846760457781575,3,5,74,11
74,4,1,1,2,14,4,96,2, , , , ,1,1,33,30,2,1,1,2,1.304545701830015,-0.18359199119561886,4,7, , , ,0.8030570509588995,5,9,74,11
74,6,1,1,36,13,1, ,1,5,4,6,7,1,1,34,30,2,1,2,2,1.304545701830015,-0.804430690879599,2,3, , , ,-0.3772446594669182,3,5,74,11
74,7,1,1,12,13,1, ,2, , , , ,1,2,33,30,2,1,1,2,1.304545701830015,-0.6396698876644783,3,5, , , ,-0.06401119327847593,4,7,74,11
74,7,2,1,12,13,1, ,2, , , , ,1,2,33,30,2,1,1,2,1.304545701830015,-0.6396698876644783,3,5, , , ,-0.06401119327847593,4,7,74,11
74,9,1,1,13,13,3, ,1,1,2,3,90,1,1,31,30,2,1,2,2,1.304545701830015,-0.7571109014466212,2,4, , , ,-0.28728308259813923,3,5,74,11
74,11,1,1,95,13,2, ,1,1,2,7,90,1,1,32,30,2,1,1,3,1.304545701830015,-0.7399552266347386,2,4, , , ,-0.25466773124475006,3,5,74,11
74,21,1,1,95,14,1, ,1,1,90, , ,1,1,31,30,2,1,2,3,1.304545701830015,-1.0952529813439154,1,1, , , ,-0.9301387478021207,1,1,74,11
74,22,1,1,24,28,1, ,2, , , , ,1,1,34,30,2,1,2,1,1.304545701830015,-0.6855922705205024,2,4, , , ,-0.15131610365114526,3,6,74,11
74,26,1,1,95,13,1, ,2, , , , ,1,1,33,30,2,1,0,2,1.304545701830015,-0.7383351645580125,2,4, , , ,-0.2515877653194155,3,6,74,11
75,1,1,1,95,13,1, ,2, , , , ,1,1,33,30,2,1,2,4,1.2924665749612188,-0.9049477257633873,1,2, , , ,-0.5683416839608124,2,3,75,11
75,2,1,1,36,13,1, ,1,1,2,90, ,1,2,34,30,2,1,2,1,1.2924665749612188,-0.6946175362210592,2,4, , , ,-0.1684744034620897,3,6,75,11
75,2,2,1,36,13,1, ,2, , , , ,1,2,34,30,2,1,2,1,1.2924665749612188,-0.6946175362210592,2,4, , , ,-0.1684744034620897,3,6,75,11
75,3,1,1,95,26,4,4,2, , , , ,1,1,33,30,2,1,3,3,1.2924665749612188,-0.5967409794732467,3,5, , , ,0.017602700621204108,4,7,75,11
75,6,1,1,24,12,1, ,2, , , , ,1,1,34,30,2,1,3,3,1.2924665749612188,-0.33479513376731584,3,6, , , ,0.5155986050051029,5,9,75,11
75,7,1,1,24,13,1, ,2, , , , ,1,1,33,30,2,1,3,2,1.2924665749612188,-0.3233061582787855,3,6, , , ,0.5374407637285447,5,9,75,11
75,8,1,1,36,14,1, ,1,2,90, , ,1,3,34,30,2,1,1,1,1.2924665749612188,-0.8953157395156315,2,3, , , ,-0.5500299230335199,2,3,75,11
75,8,2,1,36,14,1, ,1,1,90, , ,1,3,34,30,2,1,1,1,1.2924665749612188,-0.8953157395156315,2,3, , , ,-0.5500299230335199,2,3,75,11
75,8,3,1,36,14,1, ,1,3,90, , ,1,3,34,30,2,1,1,1,1.2924665749612188,-0.8953157395156315,2,3, , , ,-0.5500299230335199,2,3,75,11
75,10,1,1,36,13,1, ,2, , , , ,1,1,34,30,2,1,2,4,1.2924665749612188,-0.9718304511327849,1,2, , , ,-0.6954951542448381,2,3,75,11
75,13,1,1,95,13,4,96,1,1,90, , ,1,1,33,30,2,1,0,4,1.2924665749612188,-0.9958788227108701,1,2, , , ,-0.7412144918457607,1,2,75,11
75,16,1,1,95,13,1, ,2, , , , ,1,1,36,30,2,1,1,4,1.2924665749612188,-0.8302642673076072,2,3, , , ,-0.42635792263803646,2,4,75,11
75,18,1,1,95,13,1, ,2, , , , ,1,2,36,30,2,1,2,2,1.2924665749612188,-0.3019970200092178,3,6, , , ,0.5779524334425516,5,9,75,11
75,18,2,1,95,13,1, ,2, , , , ,1,2,36,30,2,1,2,2,1.2924665749612188,-0.3019970200092178,3,6, , , ,0.5779524334425516,5,9,75,11
75,20,1,1,95,13,1, ,1,1,90, , ,1,1,36,30,2,1,2,4,1.2924665749612188,-0.8171500414982581,2,3, , , ,-0.4014259344073349,2,4,75,11
75,22,1,1,95,13,1, ,1,1,2,90, ,1,1,32,30,2,1,1,4,1.2924665749612188,-0.8368466093374113,2,3, , , ,-0.4388718808696032,2,4,75,11
75,24,1,1,95,13,1, ,2, , , , ,1,2,36,30,2,1,0,4,1.2924665749612188,-0.8724983289368963,2,3, , , ,-0.5066508154693845,2,4,75,11
75,24,2,1,95,13,1, ,1,2,3,4,90,1,2,36,30,2,1,0,4,1.2924665749612188,-0.8724983289368963,2,3, , , ,-0.5066508154693845,2,4,75,11
76,20,1,1,9,14,1, ,2, , , , ,1,2,44,40,2,1,1,8,1.2924665749612188,-0.19285623975337113,4,7, , , ,0.785444411115264,5,9,76,11
76,20,2,2,24,28,4,4,2, , , , ,1,2,44,40,2,1,1,8,1.2924665749612188,-0.19285623975337113,4,7, , , ,0.785444411115264,5,9,76,11
76,24,1,1,12,13,1, ,2, , , , ,1,1,44,40,2,1,3,2,1.2924665749612188,-0.6065660066746831,3,5, , , ,-0.0010760583168879989,4,7,76,11
76,25,1,1,95,14,1, ,1,1,2,6,90,1,2,44,40,2,1,2,1,1.2924665749612188,-0.13574525236773205,4,7, , , ,0.8940204327609657,5,9,76,11
76,25,2,1,95,14,1, ,1,3,4,90, ,1,2,44,40,2,1,2,1,1.2924665749612188,-0.13574525236773205,4,7, , , ,0.8940204327609657,5,9,76,11
77,6,1,1,95,28,1, ,1,1,90, , ,1,1,44,40,2,1,3,3,1.1121224017108158,-0.4471608643565391,3,6, , , ,0.3019755430484046,4,8,77,11
77,14,1,1,95,14,1, ,2, , , , ,1,1,43,40,2,1,2,4,1.1121224017108158,-0.49808844487165643,3,6, , , ,0.20515504777251625,4,8,77,11
77,16,1,1,95,14,1, ,1,4,90, , ,1,2,43,40,2,1,2,2,1.1121224017108158,0.6748359260252753,4,8, , , ,2.435049289021436,5,10,77,11
77,16,2,1,95,14,1, ,1,1,5,0,90,1,2,43,40,2,1,2,2,1.1121224017108158,0.6748359260252753,4,8, , , ,2.435049289021436,5,10,77,11
77,17,1,1,23,14,1, ,1,1,2,3,90,1,1,41,40,2,1,3,3,1.1121224017108158,-0.45654919169429253,3,6, , , ,0.2841270119880369,4,8,77,11
77,18,1,1,95,26,4,4,1,1,90, , ,1,1,43,40,2,1,2,2,1.1121224017108158,0.5563546365002386,4,8, , , ,2.2097996891639515,5,10,77,11
77,19,1,1,24,14,1, ,2, , , , ,1,1,41,40,2,1,2,2,1.1121224017108158,-0.026162430089085698,4,7, , , ,1.1023527945074416,5,10,77,11
77,20,1,1,95,14,1, ,2, , , , ,1,3,43,40,2,1,1,3,1.1121224017108158,0.027468117147457782,4,7, , , ,1.2043120097860414,5,10,77,11
77,20,2,1,95,14,1, ,2, , , , ,1,3,43,40,2,1,1,3,1.1121224017108158,0.027468117147457782,4,7, , , ,1.2043120097860414,5,10,77,11
77,20,3,1,95,14,1, ,2, , , , ,1,3,43,40,2,1,1,3,1.1121224017108158,0.027468117147457782,4,7, , , ,1.2043120097860414,5,10,77,11
77,21,1,1,95,11,1, ,2, , , , ,1,1,41,40,2,1,2,2,1.1121224017108158,0.42683950473612786,4,7, , , ,1.9635732029203952,5,10,77,11
77,22,1,1,13,15,1, ,2, , , , ,1,1,43,40,2,1,2,2,1.1121224017108158,-0.504149445800339,3,6, , , ,0.19363223231874707,4,8,77,11
77,24,1,1,13,12,2, ,2, , , , ,1,1,43,40,2,1,2,1,1.1121224017108158,1.9396695078665775,5,10, , , ,4.839675870468779,5,10,77,11
78,7,1,1,95,14,1, ,2, , , , ,1,1,42,40,2,1,1,4,1.1078284928239017,-0.6239396692060217,3,5, , , ,-0.03410583499243678,4,7,78,11
78,8,1,1,95,14,1, ,1,1,90, , ,1,1,42,40,2,1,1,8,1.1078284928239017,-0.6786957213603535,2,4, , , ,-0.13820479346074824,3,6,78,11
78,9,1,1,3,14,1, ,2, , , , ,1,2,42,40,2,1,2,3,1.1078284928239017,-0.5761941582900219,3,5, , , ,0.056665098307943106,4,7,78,11
78,9,2,1,95,14,1, ,1,1,2,90, ,1,2,42,40,2,1,2,3,1.1078284928239017,-0.5761941582900219,3,5, , , ,0.056665098307943106,4,7,78,11
78,11,1,1,24,14,2, ,2, , , , ,1,2,44,40,2,1,2,2,1.1078284928239017,-0.8134840649157162,2,3, , , ,-0.39445639717816783,3,5,78,11
78,11,2,1,12,14,2, ,2, , , , ,1,2,44,40,2,1,2,2,1.1078284928239017,-0.8134840649157162,2,3, , , ,-0.39445639717816783,3,5,78,11
78,12,1,1,6,14,1, ,2, , , , ,1,1,44,40,2,1,2,4,1.1078284928239017,-0.500724400162913,3,6, , , ,0.2001437259260209,4,8,78,11
78,15,1,1,95,28,1, ,1,1,90, , ,1,2,41,40,2,1,1,4,1.1078284928239017,-0.8143244316325533,2,3, , , ,-0.39605405253337134,3,5,78,11
78,15,2,1,95,14,1, ,2, , , , ,1,2,41,40,2,1,1,4,1.1078284928239017,-0.8143244316325533,2,3, , , ,-0.39605405253337134,3,5,78,11
78,21,1,1,2,14,1, ,1,1,2,3,4,1,1,42,40,2,1,3,2,1.1078284928239017,-0.6816159963048424,2,4, , , ,-0.14375664696738094,3,6,78,11
78,24,1,1,95,14,1, ,1,1,2,90, ,1,3,43,40,2,1,2,4,1.1078284928239017,-0.25446731092652625,4,7, , , ,0.6683130970978588,5,9,78,11
78,24,2,1,95,14,1, ,1,4,5,90, ,1,3,43,40,2,1,2,4,1.1078284928239017,-0.25446731092652625,4,7, , , ,0.6683130970978588,5,9,78,11
78,24,3,1,95,14,1, ,1,3,90, , ,1,3,43,40,2,1,2,4,1.1078284928239017,-0.25446731092652625,4,7, , , ,0.6683130970978588,5,9,78,11
78,26,1,1,95,14,1, ,2, , , , ,1,3,42,40,2,1,3,4,1.1078284928239017,0.863696743313385,4,8, , , ,2.794100272458907,5,10,78,11
78,26,2,1,95,14,1, ,1,3,90, , ,1,3,42,40,2,1,3,4,1.1078284928239017,0.863696743313385,4,8, , , ,2.794100272458907,5,10,78,11
78,26,3,2,95,14,1, ,2, , , , ,1,3,42,40,2,1,3,4,1.1078284928239017,0.863696743313385,4,8, , , ,2.794100272458907,5,10,78,11
79,1,1,1,1,14,1, ,2, , , , ,1,1,41,40,2,1,1,8,1.657398313773798,-1.099847636680627,1,1, , , ,-0.9388738339935873,1,1,79,11
79,5,1,1,95,14,1, ,2, , , , ,1,2,41,40,2,1,2,4,1.657398313773798,-0.06743266577515772,4,7, , , ,1.023892270389434,5,10,79,11
79,5,2,1,95,11,1, ,2, , , , ,1,2,41,40,2,1,2,4,1.657398313773798,-0.06743266577515772,4,7, , , ,1.023892270389434,5,10,79,11
79,8,1,1,95,14,1, ,2, , , , ,1,2,41,40,2,1,1,4,1.657398313773798,-0.7868781653870511,2,4, , , ,-0.3438748391388805,3,5,79,11
79,8,2,1,95,14,1, ,2, , , , ,1,2,41,40,2,1,1,4,1.657398313773798,-0.7868781653870511,2,4, , , ,-0.3438748391388805,3,5,79,11
79,15,1,1,3,14,1, ,2, , , , ,1,1,44,40,2,1,2,4,1.657398313773798,-0.49769041224167226,3,6, , , ,0.20591176379910212,4,8,79,11
79,17,1,2,95,14,1, ,2, , , , ,1,1,42,40,2,1,2,4,1.657398313773798,-0.9659135041139384,1,2, , , ,-0.6842462055398069,2,3,79,11
79,24,1,1,95,14,1, ,2, , , , ,1,1,41,40,2,1,1,4,1.657398313773798,-0.9126370296118165,1,2, , , ,-0.5829601323418563,2,3,79,11
80,2,1,1,95,14,1, ,1,1,2,90, ,1,1,41,40,2,1,1,2,1.0878260339256922,-0.5441259435904362,3,5, , , ,0.11763128594974101,4,8,80,11
80,10,1,1,95,14,1, ,2, , , , ,1,1,41,40,2,1,1,4,1.0878260339256922,-0.8889655729667141,2,3, , , ,-0.5379573630545896,2,4,80,11
80,15,1,1,24,14,1, ,2, , , , ,1,1,44,40,2,1,3,2,1.0878260339256922,-0.22328724317051896,4,7, , , ,0.7275907924514848,5,9,80,11
80,18,1,1,2,14,1, ,2, , , , ,1,1,42,40,2,1,1,1,1.0878260339256922,-0.7221048763693282,2,4, , , ,-0.22073170412419812,3,6,80,11
80,21,1,1,23,11,1, ,2, , , , ,1,1,44,40,2,1,1,4,1.0878260339256922,-1.1234163886725939,1,1, , , ,-0.9836813472863002,1,1,80,11
80,23,1,1,95,11,1, ,2, , , , ,1,1,44,40,2,1,1,8,1.0878260339256922,-0.6279083961177031,3,5, , , ,-0.04165094318954963,4,7,80,11
81,6,1,1,1,14,1, ,1,1,2,90, ,1,2,42,40,2,1,2,2,1.5694236981671943,-0.3554308601403382,3,6, , , ,0.47636718604498435,5,9,81,11
81,6,2,1,0,14,1, ,2, , , , ,1,2,42,40,2,1,2,2,1.5694236981671943,-0.3554308601403382,3,6, , , ,0.47636718604498435,5,9,81,11
81,7,1,1,95,14,1, ,2, , , , ,1,1,44,40,2,1,2,8,1.5694236981671943,-0.5033263406695647,3,6, , , ,0.19519707097040923,4,8,81,11
81,15,1,1,95,14,1, ,1,2,3,1,4,1,1,43,40,2,1,2,8,1.5694236981671943,-0.7085981241142901,2,4, , , ,-0.19505346789789,3,6,81,11
81,19,1,1,95,14,1, ,2, , , , ,1,2,43,40,2,1,3,8,1.5694236981671943,-0.525533735370556,3,6, , , ,0.1529776894095892,4,8,81,11
81,19,2,1,95,14,1, ,2, , , , ,1,2,43,40,2,1,3,8,1.5694236981671943,-0.525533735370556,3,6, , , ,0.1529776894095892,4,8,81,11
81,20,1,1,24,14,1, ,2, , , , ,1,1,41,40,2,1,3,1,1.5694236981671943,0.11250942540422881,4,7, , , ,1.3659875007684958,5,10,81,11
81,21,1,1,95,26,1, ,2, , , , ,1,1,43,40,2,1,3,2,1.5694236981671943,-0.17257725646253025,4,7, , , ,0.8239976112879652,5,9,81,11
81,26,1,1,95,26,1, ,2, , , , ,1,1,43,40,2,1,2,2,1.5694236981671943,-0.4923696069661378,3,6, , , ,0.2160273631822475,4,8,81,11
82,13,1,1,95,14,1, ,2, , , , ,1,1,44,40,2,1,2,4,1.1770677736253956,-0.8643037038842042,2,3, , , ,-0.49107168038822085,2,4,82,11
82,14,1,1,95,14,1, ,2, , , , ,1,1,43,40,2,1,1,4,1.1770677736253956,-0.5397981017351616,3,5, , , ,0.1258591221764988,4,8,82,11
82,19,1,1,95,26,1, ,1,3,4,5,6,1,1,41,40,2,1,2,4,1.1770677736253956,-0.8587860556719,2,3, , , ,-0.4805818548895438,2,4,82,11
82,20,1,1,95,14,1, ,2, , , , ,1,1,43,40,2,1,1,5,1.1770677736253956,-1.0119010110557738,1,2, , , ,-0.7716749259615472,1,2,82,11
82,25,1,1,95,14,1, ,2, , , , ,1,1,43,40,2,1,3,4,1.1770677736253956,-0.1118052684949093,4,7, , , ,0.9395337100857237,5,10,82,11
83,4,1,1,95,14,1, ,2, , , , ,1,2,33,30,2,1,1,4,1.484734329914127,-0.6730227123490533,3,5, , , ,-0.12741960522633705,3,6,83,11
83,4,2,1,95,14,1, ,2, , , , ,1,2,33,30,2,1,1,4,1.484734329914127,-0.6730227123490533,3,5, , , ,-0.12741960522633705,3,6,83,11
83,7,1,1,95,14,1, ,2, , , , ,1,1,33,30,2,1,1,4,1.484734329914127,-1.012229765636035,1,2, , , ,-0.7722999346692684,1,2,83,11
83,10,1,1,95,14,1, ,2, , , , ,1,2,31,30,2,1,1,4,1.484734329914127,-0.11124709129960536,4,7, , , ,0.9405948834608262,5,10,83,11
83,10,2,1,95,14,1, ,2, , , , ,1,2,31,30,2,1,1,4,1.484734329914127,-0.11124709129960536,4,7, , , ,0.9405948834608262,5,10,83,11
83,14,1,1,24,14,4,96,1,1,3,90, ,1,1,33,30,2,1,2,2,1.484734329914127,-0.7047119903868377,2,4, , , ,-0.18766538096356977,3,6,83,11
83,15,1,1,95,14,2, ,1,1,3,90, ,1,1,32,30,2,1,2,4,1.484734329914127,-0.789155173267346,2,3, , , ,-0.34820375145883264,3,5,83,11
83,24,1,1,95,14,1, ,2, , , , ,1,1,32,30,2,1,2,4,1.484734329914127,-0.8112607226802718,2,3, , , ,-0.3902295107989959,3,5,83,11
84,2,1,1,95,14,1, ,2, , , , ,1,1,31,30,2,1,1,2,1.2116874140261427,-0.6355622714419074,3,5, , , ,-0.05620203696180098,4,7,84,11
84,3,1,1,95,14,1, ,2, , , , ,1,1,31,30,2,1,2,1,1.2116874140261427,-0.08138520646602965,4,7, , , ,0.9973665276311223,5,10,84,11
84,10,1,1,95,14,1, ,2, , , , ,1,2,32,30,2,1,2,2,1.2116874140261427,-0.49138023805950404,3,6, , , ,0.21790829266253986,4,8,84,11
84,10,2,1,95,14,1, ,2, , , , ,1,2,32,30,2,1,2,2,1.2116874140261427,-0.49138023805950404,3,6, , , ,0.21790829266253986,4,8,84,11
84,23,1,1,95,14,1, ,2, , , , ,1,1,31,30,2,1,1,2,1.2116874140261427,-0.7230303678427037,2,4, , , ,-0.2224911936173074,3,6,84,11
84,25,1,1,95,98,2, ,1,1,2,90, ,1,1,32,30,2,1,2,3,1.2116874140261427,-0.4951683493676684,3,6, , , ,0.2107065601375125,4,8,84,11
85,1,1,1,95,14,1, ,2, , , , ,1,1,32,30,2,1,2,2,1.3134822916272548,-0.672648134067507,3,5, , , ,-0.1267074792157929,3,6,85,11
85,9,1,1,95,14,1, ,2, , , , ,1,1,31,30,2,1,1,2,1.3134822916272548,-0.3726013580066426,3,6, , , ,0.44372365397976676,5,9,85,11
85,12,1,1,95,28,1, ,1,2,3,90, ,1,1,34,30,2,1,1,2,1.3134822916272548,-0.4520036671171591,3,6, , , ,0.29276869369361386,4,8,85,11
85,24,1,1,95,11,1, ,2, , , , ,1,1,32,30,2,1,1,3,1.3134822916272548,-0.599651375622787,3,5, , , ,0.012069628093560688,4,7,85,11
86,8,1,1,95,14,1, ,2, , , , ,1,2,44,40,2,1,1,4,1.7284793954300635,-0.5238977230202454,3,6, , , ,0.15608797904896304,4,8,86,11
86,8,2,1,95,14,1, ,2, , , , ,1,2,44,40,2,1,1,4,1.7284793954300635,-0.5238977230202454,3,6, , , ,0.15608797904896304,4,8,86,11
86,12,1,1,95,14,1, ,2, , , , ,1,2,44,40,2,1,1,8,1.7284793954300635,-0.9035191230772932,1,2, , , ,-0.5656257092724205,2,3,86,11
86,12,2,1,95,14,1, ,2, , , , ,1,2,44,40,2,1,1,8,1.7284793954300635,-0.9035191230772932,1,2, , , ,-0.5656257092724205,2,3,86,11
86,18,1,1,95,14,1, ,2, , , , ,1,1,43,40,2,1,1,4,1.7284793954300635,-0.8303080127161904,2,3, , , ,-0.42644108881405013,2,4,86,11
86,19,1,1,95,13,1, ,1,1,90, , ,1,2,41,40,2,1,3,3,1.7284793954300635,0.2524893135336628,4,7, , , ,1.6321089610906134,5,10,86,11
