lat,lon,Average Surface Temperature,Canopy Surface Water,Evapotranspiration,Near Surface Air Temperature,Precipitation,Soil Moisture (10 to 40 cm underground),Surface Relative Humidity (Daytime),Surface Relative Humidity (Nighttime)
6.5,151.5,,,,,,,74.11467,81.556816
6.5,152.5,,,,,,,74.27221,81.53719
6.5,153.5,,,,,,,74.055786,81.38636
6.5,154.5,,,,,,,73.97056,81.452995
6.5,155.5,,,,,,,74.194214,81.462296
6.5,156.5,,,,,,,74.10124,81.54132
6.5,157.5,,,,,,,74.09194,81.569214
6.5,158.5,,,,,,,74.15909,81.87655
6.5,159.5,,,,,,,74.027374,81.55785
6.5,160.5,,,,,,,73.96953,81.48605
6.5,161.5,,,,,,,73.98244,81.452995
6.5,162.5,,,,,,,73.84814,81.47004
6.5,163.5,,,,,,,73.93491,81.46075
6.5,164.5,,,,,,,74.06405,81.36725
6.5,165.5,,,,,,,73.93543,81.46023
6.5,166.5,,,,,,,74.16736,81.61467
6.5,167.5,,,,,,,74.04494,81.76498
6.5,168.5,,,,,,,74.00465,81.81147
6.5,169.5,,,,,,,74.62138,82.01136
6.5,170.5,,,,,,,74.12862,81.91736
6.5,171.5,,,,,,,74.96642,82.42872
6.5,172.5,,,,,,,74.61674,82.110535
6.5,173.5,,,,,,,74.3533,82.00981
6.5,174.5,,,,,,,74.23967,81.97727
6.5,175.5,,,,,,,74.14928,81.828514
6.5,176.5,,,,,,,74.04236,81.85692
6.5,177.5,,,,,,,74.11725,81.921486
6.5,178.5,,,,,,,74.0842,81.83781
6.5,179.5,,,,,,,73.9251,82.079544
7.5,-179.5,,,,,,,74.32025,81.618286
7.5,-178.5,,,,,,,74.50052,81.76911
7.5,-177.5,,,,,,,74.641525,81.84556
7.5,-176.5,,,,,,,74.34608,81.82438
7.5,-175.5,,,,,,,74.43285,81.858986
7.5,-174.5,,,,,,,74.53874,81.80888
7.5,-173.5,,,,,,,74.579544,81.805786
7.5,-172.5,,,,,,,74.52892,82.02428
7.5,-171.5,,,,,,,74.4158,82.045975
7.5,-170.5,,,,,,,74.44009,82.0124
7.5,-169.5,,,,,,,74.72624,82.12345
7.5,-168.5,,,,,,,74.56509,82.03047
7.5,-167.5,,,,,,,74.74535,82.08213
7.5,-166.5,,,,,,,74.43027,82.21901
7.5,-165.5,,,,,,,74.47624,82.0749
7.5,-164.5,,,,,,,74.319214,82.37397
7.5,-163.5,,,,,,,74.183365,82.34039
7.5,-162.5,,,,,,,74.49019,82.40703
7.5,-161.5,,,,,,,74.578514,82.464874
7.5,-160.5,,,,,,,74.49225,82.4876
7.5,-159.5,,,,,,,74.52221,82.46126
7.5,-158.5,,,,,,,74.51859,82.74897
7.5,-157.5,,,,,,,74.46023,82.829025
7.5,-156.5,,,,,,,74.33471,82.75878
7.5,-155.5,,,,,,,74.56457,82.83264
7.5,-154.5,,,,,,,74.57231,82.838326
7.5,-153.5,,,,,,,74.597626,82.805786
7.5,-152.5,,,,,,,74.66632,83.04132
7.5,-151.5,,,,,,,74.83471,83.03099
7.5,-150.5,,,,,,,74.96953,83.2283
7.5,-149.5,,,,,,,75.152374,83.296486
7.5,-148.5,,,,,,,75.1467,83.235535
7.5,-147.5,,,,,,,75.22211,83.26808
7.5,-146.5,,,,,,,75.19215,83.36157
7.5,-145.5,,,,,,,75.03151,83.35434
7.5,-144.5,,,,,,,75.16891,83.40547
7.5,-143.5,,,,,,,75.09711,83.546486
7.5,-142.5,,,,,,,75.33058,83.607956
7.5,-141.5,,,,,,,75.45971,83.57542
7.5,-140.5,,,,,,,75.26963,83.65186
7.5,-139.5,,,,,,,75.01911,83.72882
7.5,-138.5,,,,,,,75.21694,83.71746
7.5,-137.5,,,,,,,75.14411,83.82231
7.5,-136.5,,,,,,,75.19576,83.74174
7.5,-135.5,,,,,,,75.25362,83.77118
7.5,-134.5,,,,,,,75.358986,83.76756
7.5,-133.5,,,,,,,75.27996,83.67252
7.5,-132.5,,,,,,,75.35227,83.74019
7.5,-131.5,,,,,,,75.16477,83.74535
7.5,-130.5,,,,,,,75.203514,83.83316
7.5,-129.5,,,,,,,75.19112,83.80062
7.5,-128.5,,,,,,,75.15961,83.98089
7.5,-127.5,,,,,,,75.21901,83.99122
7.5,-126.5,,,,,,,75.18027,84.05424
7.5,-125.5,,,,,,,75.00052,83.90496
7.5,-124.5,,,,,,,75.09297,83.88998
7.5,-123.5,,,,,,,74.98244,83.743805
7.5,-122.5,,,,,,,74.77428,83.880684
7.5,-121.5,,,,,,,74.89411,83.83678
7.5,-120.5,,,,,,,74.84659,83.78874
7.5,-119.5,,,,,,,74.72934,83.78925
7.5,-118.5,,,,,,,74.86467,83.8094
7.5,-117.5,,,,,,,74.85744,83.86364
7.5,-116.5,,,,,,,74.68853,83.87138
7.5,-115.5,,,,,,,74.69938,83.82025
7.5,-114.5,,,,,,,74.68905,83.60175
7.5,-113.5,,,,,,,74.68491,83.568184
7.5,-112.5,,,,,,,74.6751,83.66736
7.5,-111.5,,,,,,,74.54132,83.454025
7.5,-110.5,,,,,,,74.33471,83.34969
7.5,-109.5,,,,,,,74.29958,83.41736
7.5,-108.5,,,,,,,74.08781,83.49948
7.5,-107.5,,,,,,,74.22779,83.43802
7.5,-106.5,,,,,,,74.348656,83.306816
7.5,-105.5,,,,,,,74.40289,83.204544
7.5,-104.5,,,,,,,74.1658,83.316635
7.5,-103.5,,,,,,,74.06612,83.17458
7.5,-102.5,,,,,,,74.19009,83.34814
7.5,-101.5,,,,,,,74.212296,83.194214
7.5,-100.5,,,,,,,74.04287,83.1844
7.5,-99.5,,,,,,,74.10641,83.162704
7.5,-98.5,,,,,,,74.243805,83.318184
7.5,-97.5,,,,,,,74.29236,83.23244
7.5,-96.5,,,,,,,74.55424,83.10434
7.5,-95.5,,,,,,,74.55991,83.16219
7.5,-94.5,,,,,,,74.88636,83.13378
7.5,-93.5,,,,,,,74.90703,82.93698
7.5,-92.5,,,,,,,75.03099,82.806816
7.5,-91.5,,,,,,,75.170975,82.683365
7.5,-90.5,,,,,,,75.32025,82.53719
7.5,-89.5,,,,,,,75.44835,82.54287
7.5,-88.5,,,,,,,75.29287,82.4468
7.5,-87.5,,,,,,,75.22986,82.51188
7.5,-86.5,,,,,,,74.93388,82.71075
7.5,-85.5,,,,,,,74.547005,83.24897
7.5,-84.5,,,,,,,74.18957,84.069214
7.5,-83.5,,,,,,,74.04029,84.45868
7.5,-82.5,,,,,,,74.61105,84.40341
7.5,-81.5,,,,,,,71.3094,85.84711
7.5,-80.5,300.10587,0.22955608,3.675885e-05,299.6943,8.958618e-05,84.9487,66.59039,87.02325
7.5,-79.5,,,,,,,75.90599,84.11002
7.5,-78.5,,,,,,,74.02841,85.30424
7.5,-77.5,298.7795,0.31557864,4.1951756e-05,298.67328,0.00010808235,95.45683,63.999226,88.27066
7.5,-76.5,296.61893,0.31914183,3.9827064e-05,296.52115,0.000116113406,116.504944,62.82257,88.78874
7.5,-75.5,295.15543,0.28506994,4.407087e-05,295.00317,0.00010521823,111.10961,60.698605,89.63481
7.5,-74.5,298.8215,0.27669913,4.9275935e-05,299.15646,0.000107623215,111.725,61.01472,88.74638
7.5,-73.5,294.202,0.23109959,4.7139707e-05,294.8954,7.917922e-05,110.72946,62.48063,88.681305
7.5,-72.5,293.47366,0.12804364,3.8906233e-05,291.995,4.138512e-05,82.793655,60.990444,89.777374
7.5,-71.5,295.3602,0.16967887,3.8739883e-05,295.78552,5.076185e-05,107.983826,60.421745,87.0217
7.5,-70.5,299.17953,0.1634906,3.8954255e-05,298.92667,5.5945482e-05,99.73007,59.0625,86.05217
7.5,-69.5,300.66476,0.1542305,3.8045502e-05,299.76706,5.9913167e-05,98.354385,58.434658,85.91891
7.5,-68.5,301.16544,0.15097302,3.7404523e-05,300.19525,5.906752e-05,96.70315,58.588844,86.10692
7.5,-67.5,301.43518,0.14658198,3.8683702e-05,300.52518,6.000067e-05,93.47169,59.578255,86.787704
7.5,-66.5,300.20975,0.14631158,4.0355444e-05,299.36206,6.0598737e-05,93.55026,59.5984,87.754135
7.5,-65.5,300.2924,0.14951026,3.8462753e-05,299.389,5.7309746e-05,72.93105,58.91503,88.431305
7.5,-64.5,300.0454,0.16572957,4.3225584e-05,299.26764,6.464935e-05,75.78649,58.984245,88.87138
7.5,-63.5,300.44263,0.14150135,4.0107097e-05,299.00073,5.752106e-05,74.548615,56.60434,89.03254
7.5,-62.5,298.9472,0.15613246,4.7114223e-05,297.75824,5.8108548e-05,73.63897,58.109764,88.48605
7.5,-61.5,298.92624,0.1773933,4.988445e-05,298.2976,5.4301112e-05,72.35701,59.295197,89.71953
7.5,-60.5,298.5406,0.20948774,5.272103e-05,298.3698,6.4529624e-05,79.386086,63.367767,90.256714
7.5,-59.5,298.1648,0.22209278,5.2117823e-05,298.33752,6.479025e-05,105.29447,65.01498,88.85072
7.5,-58.5,,,,,,,73.25981,83.0656
7.5,-57.5,,,,,,,76.11105,79.857956
7.5,-56.5,,,,,,,75.85692,79.807335
7.5,-55.5,,,,,,,75.9468,80.01395
7.5,-54.5,,,,,,,75.77376,80.21849
7.5,-53.5,,,,,,,75.547005,80.52273
7.5,-52.5,,,,,,,75.45713,80.88533
7.5,-51.5,,,,,,,75.54287,81.08161
7.5,-50.5,,,,,,,75.63326,81.49845
7.5,-49.5,,,,,,,75.60692,81.68491
7.5,-48.5,,,,,,,75.72727,81.806816
7.5,-47.5,,,,,,,75.83264,82.027374
7.5,-46.5,,,,,,,75.84453,82.25723
7.5,-45.5,,,,,,,75.89566,82.37603
7.5,-44.5,,,,,,,75.65703,82.55991
7.5,-43.5,,,,,,,75.63636,82.805786
7.5,-42.5,,,,,,,75.588326,83.142044
7.5,-41.5,,,,,,,75.610535,83.28203
7.5,-40.5,,,,,,,75.66891,83.32386
7.5,-39.5,,,,,,,75.70042,83.36777
7.5,-38.5,,,,,,,75.64773,83.49535
7.5,-37.5,,,,,,,75.516014,83.52789
7.5,-36.5,,,,,,,75.59969,83.597626
7.5,-35.5,,,,,,,75.35744,83.56715
7.5,-34.5,,,,,,,75.411156,83.60227
7.5,-33.5,,,,,,,75.306816,84.00155
7.5,-32.5,,,,,,,75.22108,84.036156
7.5,-31.5,,,,,,,75.21075,83.99277
7.5,-30.5,,,,,,,74.98089,83.90496
7.5,-29.5,,,,,,,74.69886,84.08316
7.5,-28.5,,,,,,,74.46953,84.099174
7.5,-27.5,,,,,,,74.43647,83.97986
7.5,-26.5,,,,,,,74.589874,83.8967
7.5,-25.5,,,,,,,74.63792,83.755165
7.5,-24.5,,,,,,,74.7283,83.59504
7.5,-23.5,,,,,,,74.875,83.49948
7.5,-22.5,,,,,,,75.06353,83.36622
7.5,-21.5,,,,,,,75.31405,83.33523
7.5,-20.5,,,,,,,75.76756,83.35692
7.5,-19.5,,,,,,,75.8125,83.193184
7.5,-18.5,,,,,,,76.02428,83.118286
7.5,-17.5,,,,,,,76.13636,83.07438
7.5,-16.5,,,,,,,76.55372,83.04442
7.5,-15.5,,,,,,,76.55165,82.98708
7.5,-14.5,,,,,,,76.743805,83.056305
7.5,-13.5,,,,,,,77.19628,83.79029
7.5,-12.5,,,,299.99008,7.044371e-05,,72.29106,86.90599
7.5,-11.5,299.68198,0.20103009,3.6232024e-05,299.1943,6.6928784e-05,78.66368,63.13404,87.55475
7.5,-10.5,299.1247,0.19749372,3.875373e-05,298.38412,6.0917588e-05,77.592155,57.307335,83.87578
7.5,-9.5,297.8289,0.19059908,4.1585947e-05,297.53568,5.6571975e-05,96.09398,55.153152,82.0452
7.5,-8.5,298.46442,0.19556606,4.041962e-05,297.78973,5.8552163e-05,79.84524,53.32257,81.51317
7.5,-7.5,299.68625,0.16815402,3.833406e-05,298.94556,4.7109676e-05,77.0269,51.22495,79.161415
7.5,-6.5,300.33685,0.13223596,3.3298114e-05,299.38257,3.807806e-05,74.66005,51.3914,78.3329
7.5,-5.5,301.39557,0.124740206,2.716027e-05,299.86615,3.6086927e-05,77.865265,54.627842,80.06017
7.5,-4.5,300.9077,0.12199173,2.8006943e-05,299.80972,3.3698005e-05,73.84942,54.16839,81.42691
7.5,-3.5,300.0017,0.12998317,3.0173362e-05,299.27985,3.463902e-05,79.406845,54.81095,80.18001
7.5,-2.5,300.19345,0.13263352,3.0470346e-05,299.4033,3.6427977e-05,78.1051,51.67123,77.56095
7.5,-1.5,301.16934,0.12791026,3.165951e-05,300.14432,3.9741575e-05,79.51811,51.441376,78.84685
7.5,-0.5,302.82,0.118517324,3.177807e-05,301.75244,3.9786257e-05,79.819214,55.770016,83.485535
7.5,0.5,301.14398,0.13646139,3.1698433e-05,299.95413,3.9791656e-05,84.47098,54.887398,79.82877
7.5,1.5,302.2171,0.11631171,3.0332683e-05,300.96152,3.659738e-05,78.37412,51.637398,83.35537
7.5,2.5,301.99258,0.12318996,3.114227e-05,300.99918,3.82311e-05,79.00037,54.267693,86.121124
7.5,3.5,301.04123,0.1374664,3.1729083e-05,300.32104,4.13339e-05,79.75818,53.89424,84.70532
7.5,4.5,299.5877,0.15627496,3.6755748e-05,299.01447,4.6706213e-05,100.25757,53.08045,81.003876
7.5,5.5,300.41367,0.15369068,3.221914e-05,299.0411,4.7434438e-05,80.195625,51.53564,78.402374
7.5,6.5,301.36285,0.12769346,3.2191234e-05,300.30655,4.2494878e-05,83.55396,53.093235,80.99303
7.5,7.5,301.92197,0.12999718,2.8510527e-05,300.83258,4.6278084e-05,78.83699,53.10021,80.56017
7.5,8.5,301.99197,0.1190787,3.0937255e-05,301.3484,4.399348e-05,80.07168,51.72508,79.44964
7.5,9.5,301.46188,0.12883994,3.2581673e-05,301.02863,4.980045e-05,77.47072,49.882683,76.275826
7.5,10.5,300.29816,0.15541582,3.2738542e-05,299.4316,5.9600457e-05,80.28488,48.17943,72.35227
7.5,11.5,297.38275,0.14797334,3.1887637e-05,295.78894,5.7188954e-05,80.033424,45.541,73.045715
7.5,12.5,297.50183,0.13126601,3.0164414e-05,295.4517,5.2736432e-05,83.50432,41.76472,71.18388
7.5,13.5,299.44916,0.14914386,3.0407533e-05,297.69635,5.0885523e-05,82.33293,39.95138,69.94628
7.5,14.5,297.553,0.14115393,3.1097898e-05,295.57462,4.4580163e-05,82.74915,39.34278,69.73011
7.5,15.5,299.5035,0.14150725,2.8419456e-05,297.74463,4.18268e-05,77.390045,38.359764,67.16606
7.5,16.5,301.7716,0.13073607,2.8918108e-05,300.1335,3.9726467e-05,77.67344,38.627003,64.60563
7.5,17.5,302.5158,0.1245977,3.076265e-05,300.98502,3.9745137e-05,76.760994,40.600143,63.46449
7.5,18.5,302.38474,0.12859608,3.1375428e-05,300.9199,4.0156872e-05,73.1316,42.268917,63.2726
7.5,19.5,302.0899,0.13298118,3.3374872e-05,300.87527,4.1622316e-05,76.02711,43.279507,63.8258
7.5,20.5,301.4308,0.14213979,3.45318e-05,300.2549,4.2733987e-05,75.65134,43.637333,66.66671
7.5,21.5,300.66483,0.14779656,3.3733522e-05,299.17093,4.371348e-05,72.89433,43.88449,68.09711
7.5,22.5,300.57797,0.14495808,3.2120868e-05,298.9942,4.0672385e-05,73.7209,44.06747,67.06547
7.5,23.5,299.968,0.14032316,3.3289387e-05,298.60764,3.9438266e-05,74.37805,42.44615,67.61906
7.5,24.5,299.85846,0.139512,3.296331e-05,298.3743,3.936303e-05,76.23649,41.55643,67.3648
7.5,25.5,300.49396,0.13455673,3.3312186e-05,299.1974,3.849902e-05,75.012634,40.6547,67.25065
7.5,26.5,301.40616,0.13135985,3.0872598e-05,299.84677,3.747949e-05,78.42623,39.659412,65.7305
7.5,27.5,302.37112,0.12422013,2.9855644e-05,300.74728,3.697906e-05,79.66022,39.23954,63.755424
7.5,28.5,303.2787,0.11656575,3.035804e-05,301.90363,3.526069e-05,96.1146,38.950027,62.15018
7.5,29.5,303.34985,0.10608087,3.1371244e-05,302.4918,3.3768833e-05,95.77245,39.55953,60.804108
7.5,30.5,303.23767,0.10485992,2.814267e-05,302.21582,2.940738e-05,84.66373,45.268208,63.603695
7.5,31.5,303.55942,0.09670507,2.6891317e-05,302.35916,2.9479375e-05,70.50587,42.78125,63.15651
7.5,32.5,303.69098,0.09567275,2.8308295e-05,302.99194,3.0112287e-05,95.515465,41.53758,65.19964
7.5,33.5,303.64722,0.11566393,2.9613311e-05,302.68393,3.20883e-05,96.822815,45.109764,66.41425
7.5,34.5,300.1558,0.17390786,3.67616e-05,299.89056,4.007687e-05,102.86231,47.978176,71.306305
7.5,35.5,295.95856,0.19747555,3.959442e-05,294.5508,3.993707e-05,91.87454,51.605114,82.12784
7.5,36.5,291.53088,0.186583,3.5886344e-05,289.6129,4.2233547e-05,75.66875,49.846592,83.49871
7.5,37.5,290.74265,0.1480978,3.1678934e-05,289.16345,3.3752116e-05,88.86346,45.557076,81.692665
7.5,38.5,290.3202,0.10320612,2.6122694e-05,288.5824,2.7032262e-05,73.90539,43.573734,82.17123
7.5,39.5,288.10355,0.07331523,2.232632e-05,284.87292,2.3304212e-05,67.92487,42.9109,85.607956
7.5,40.5,295.09747,0.05670543,1.8618319e-05,292.3239,1.9385776e-05,72.40256,40.38843,80.338326
7.5,41.5,300.38455,0.033520684,1.4572581e-05,297.9772,1.5089696e-05,80.180435,37.28164,74.28384
7.5,42.5,302.09164,0.016530206,1.30415165e-05,299.65778,1.4162222e-05,70.09794,34.018337,71.23218
7.5,43.5,301.51294,0.021578299,1.186376e-05,299.10114,1.2922487e-05,67.51606,35.39192,70.98683
7.5,44.5,300.74493,0.024731196,1.0658088e-05,298.5628,1.0955284e-05,59.19158,35.008392,68.35563
7.5,45.5,301.90814,0.02187607,9.603257e-06,299.96,9.886113e-06,54.839455,32.54778,66.442665
7.5,46.5,302.9488,0.018570319,8.486614e-06,300.7487,8.617058e-06,53.904716,31.844654,69.21953
7.5,47.5,302.98926,0.013035085,7.784924e-06,300.5938,7.979387e-06,63.145817,34.442924,73.00078
7.5,48.5,303.01917,0.010566514,7.2871744e-06,300.56015,7.7397835e-06,67.69284,37.184402,74.79029
7.5,49.5,302.41318,0.010491891,7.2023727e-06,300.00946,7.922284e-06,69.87112,53.334194,80.41891
7.5,50.5,,,,,,,76.37552,80.33316
7.5,51.5,,,,,,,76.19009,79.80269
7.5,52.5,,,,,,,75.620865,79.81095
7.5,53.5,,,,,,,75.66632,79.818695
7.5,54.5,,,,,,,75.54442,79.95145
7.5,55.5,,,,,,,75.360535,80.11519
7.5,56.5,,,,,,,74.89721,80.12448
7.5,57.5,,,,,,,74.183365,80.33213
7.5,58.5,,,,,,,73.8967,80.34504
7.5,59.5,,,,,,,73.61777,80.30475
7.5,60.5,,,,,,,73.39308,80.108475
7.5,61.5,,,,,,,73.204025,79.80114
7.5,62.5,,,,,,,73.172005,79.87965
7.5,63.5,,,,,,,73.14463,79.743805
7.5,64.5,,,,,,,73.06612,79.65909
7.5,65.5,,,,,,,72.77892,79.56095
7.5,66.5,,,,,,,72.70713,79.443184
7.5,67.5,,,,,,,72.71953,79.44783
7.5,68.5,,,,,,,72.77428,79.360535
7.5,69.5,,,,,,,72.78977,79.380165
7.5,70.5,,,,,,,72.92717,79.23605
7.5,71.5,,,,,,,72.9468,79.24535
7.5,72.5,,,,,,,73.32335,79.29339
7.5,73.5,,,,,,,73.70713,79.31095
7.5,74.5,,,,,,,73.64359,79.34556
7.5,75.5,,,,,,,73.80475,79.66994
7.5,76.5,,,,,,,74.2908,79.8094
7.5,77.5,,,,,,,74.619835,79.6467
7.5,78.5,,,,,,,74.74845,79.06147
7.5,79.5,,,,,,,72.54752,81.81095
7.5,80.5,298.8315,0.1493901,4.4807977e-05,298.16727,5.893602e-05,73.43945,56.621384,88.00465
7.5,81.5,300.3229,0.14219508,4.0262243e-05,299.88776,5.083999e-05,72.57435,60.96229,84.73502
7.5,82.5,,,,,,,72.94473,79.017044
7.5,83.5,,,,,,,73.17924,79.09453
7.5,84.5,,,,,,,73.28047,79.50465
7.5,85.5,,,,,,,73.27531,79.78977
7.5,86.5,,,,,,,73.026344,80.0093
7.5,87.5,,,,,,,72.732956,80.181816
7.5,88.5,,,,,,,72.577995,80.26188
7.5,89.5,,,,,,,72.53925,80.37293
7.5,90.5,,,,,,,72.555786,80.5501
7.5,91.5,,,,,,,72.36674,80.45506
7.5,92.5,,,,,,,72.42872,80.358986
7.5,93.5,,,,,,,72.725204,80.96642
7.5,94.5,,,,,,,72.26292,80.02014
7.5,95.5,,,,,,,72.223656,79.61312
7.5,96.5,,,,,,,72.29494,79.704025
7.5,97.5,,,,,,,72.34297,80.01756
7.5,98.5,,,,,,,72.00155,80.83678
7.5,99.5,300.28125,0.17908838,4.573389e-05,299.99252,6.261028e-05,81.01095,63.679493,85.74277
7.5,100.5,,,,,,,67.23373,83.16736
7.5,101.5,,,,,,,71.89618,79.98864
7.5,102.5,,,,,,,71.79184,79.51756
7.5,103.5,,,,,,,72.13895,79.338844
7.5,104.5,,,,,,,72.63533,79.29029
7.5,105.5,,,,,,,72.6157,79.454544
7.5,106.5,,,,,,,72.8156,79.650826
7.5,107.5,,,,,,,72.984505,79.90858
7.5,108.5,,,,,,,72.57335,80.255684
7.5,109.5,,,,,,,72.53977,80.421486
7.5,110.5,,,,,,,72.73141,80.317665
7.5,111.5,,,,,,,72.80165,80.20764
7.5,112.5,,,,,,,72.83316,80.09246
7.5,113.5,,,,,,,72.75775,80.03203
7.5,114.5,,,,,,,72.82748,79.99174
7.5,115.5,,,,,,,73.05424,80.099174
7.5,116.5,,,,,,,73.45248,80.84969
7.5,117.5,,,,,,,73.579025,81.00465
7.5,118.5,,,,,,,73.673035,80.256195
7.5,119.5,,,,,,,73.21694,80.045456
7.5,120.5,,,,,,,73.64514,80.24122
7.5,121.5,,,,,,,73.568184,81.08006
7.5,122.5,,,,298.972,6.280811e-05,,68.98864,85.63998
7.5,123.5,,,,,,,68.796486,85.620865
7.5,124.5,298.85663,0.21557683,5.06766e-05,298.3877,7.043763e-05,104.36004,60.11493,89.09814
7.5,125.5,297.56067,0.23314129,4.827883e-05,297.56686,7.315496e-05,104.78178,60.034866,89.22056
7.5,126.5,297.32248,0.23217079,4.7671794e-05,297.12817,7.874378e-05,90.937645,68.19654,85.47779
7.5,127.5,,,,,,,74.01498,81.75052
7.5,128.5,,,,,,,74.048035,81.16529
7.5,129.5,,,,,,,74.13533,81.140495
7.5,130.5,,,,,,,74.22624,81.09091
7.5,131.5,,,,,,,74.151344,81.06095
7.5,132.5,,,,,,,74.06302,81.02273
7.5,133.5,,,,,,,74.25362,81.03306
7.5,134.5,,,,,,,74.82335,81.9251
7.5,135.5,,,,,,,73.77815,81.05888
7.5,136.5,,,,,,,74.01859,81.0093
7.5,137.5,,,,,,,73.94938,81.02944
7.5,138.5,,,,,,,74.04236,81.01963
7.5,139.5,,,,,,,74.09504,81.09711
7.5,140.5,,,,,,,74.00465,81.1844
7.5,141.5,,,,,,,73.97882,81.318695
7.5,142.5,,,,,,,73.94628,81.34297
7.5,143.5,,,,,,,74.38275,81.27221
7.5,144.5,,,,,,,74.40961,81.14463
7.5,145.5,,,,,,,74.245865,81.13792
7.5,146.5,,,,,,,74.18543,81.19473
7.5,147.5,,,,,,,74.20971,81.18027
7.5,148.5,,,,,,,74.26188,81.12397
7.5,149.5,,,,,,,74.42355,81.20816
7.5,150.5,,,,,,,74.53254,81.20145
7.5,151.5,,,,,,,75.14463,81.77892
7.5,152.5,,,,,,,74.76136,81.28203
7.5,153.5,,,,,,,74.39928,81.16477
7.5,154.5,,,,,,,74.19835,81.15496
7.5,155.5,,,,,,,74.19525,81.181305
7.5,156.5,,,,,,,74.202995,81.08471
7.5,157.5,,,,,,,74.33523,81.17717
7.5,158.5,,,,,,,74.46075,81.357956
7.5,159.5,,,,,,,74.20506,81.13998
7.5,160.5,,,,,,,74.22211,81.07231
7.5,161.5,,,,,,,74.24638,81.17769
7.5,162.5,,,,,,,74.25155,81.08781
7.5,163.5,,,,,,,74.18388,80.99897
7.5,164.5,,,,,,,74.45971,80.90909
7.5,165.5,,,,,,,74.38533,81.036156
7.5,166.5,,,,,,,74.213844,81.223656
7.5,167.5,,,,,,,74.37707,81.40599
7.5,168.5,,,,,,,75.34091,82.02428
7.5,169.5,,,,,,,74.5,81.51395
7.5,170.5,,,,,,,74.493286,81.50259
7.5,171.5,,,,,,,75.130165,81.859505
7.5,172.5,,,,,,,74.691635,81.55062
7.5,173.5,,,,,,,74.59246,81.51498
7.5,174.5,,,,,,,74.45506,81.483986
7.5,175.5,,,,,,,74.41994,81.49638
7.5,176.5,,,,,,,74.318695,81.58368
7.5,177.5,,,,,,,74.30475,81.505165
7.5,178.5,,,,,,,74.27325,81.57748
7.5,179.5,,,,,,,74.38275,81.65858
8.5,-179.5,,,,,,,74.5749,81.08058
8.5,-178.5,,,,,,,74.704544,81.13585
8.5,-177.5,,,,,,,74.63792,80.96281
8.5,-176.5,,,,,,,74.45145,81.11105
8.5,-175.5,,,,,,,74.76911,81.2469
8.5,-174.5,,,,,,,74.8156,81.25
8.5,-173.5,,,,,,,74.693695,81.19576
8.5,-172.5,,,,,,,74.795456,81.32128
8.5,-171.5,,,,,,,74.7376,81.59608
8.5,-170.5,,,,,,,74.78719,81.58523
8.5,-169.5,,,,,,,74.84608,81.58781
8.5,-168.5,,,,,,,74.81457,81.63688
8.5,-167.5,,,,,,,74.80269,81.53151
8.5,-166.5,,,,,,,74.51188,81.557335
8.5,-165.5,,,,,,,74.70661,81.43027
8.5,-164.5,,,,,,,74.70145,81.61208
8.5,-163.5,,,,,,,74.67458,81.662704
8.5,-162.5,,,,,,,74.57231,81.64359
8.5,-161.5,,,,,,,74.65909,81.87655
8.5,-160.5,,,,,,,74.66736,81.96178
8.5,-159.5,,,,,,,74.78358,81.95093
8.5,-158.5,,,,,,,74.65703,82.130165
8.5,-157.5,,,,,,,74.631714,82.27273
8.5,-156.5,,,,,,,74.40754,82.31302
8.5,-155.5,,,,,,,74.50259,82.3032
8.5,-154.5,,,,,,,74.59401,82.295975
8.5,-153.5,,,,,,,74.650826,82.39618
8.5,-152.5,,,,,,,74.91787,82.54132
8.5,-151.5,,,,,,,74.993286,82.62035
8.5,-150.5,,,,,,,75.09659,82.71953
8.5,-149.5,,,,,,,75.25723,82.901344
8.5,-148.5,,,,,,,75.19576,82.80785
8.5,-147.5,,,,,,,75.18905,83.01498
8.5,-146.5,,,,,,,75.243805,83.016014
8.5,-145.5,,,,,,,75.27996,83.04029
8.5,-144.5,,,,,,,75.44576,83.15444
8.5,-143.5,,,,,,,75.319214,83.20764
8.5,-142.5,,,,,,,75.18905,83.03461
8.5,-141.5,,,,,,,75.41477,83.12862
8.5,-140.5,,,,,,,75.46953,83.1751
8.5,-139.5,,,,,,,75.32542,83.40547
8.5,-138.5,,,,,,,75.433365,83.390495
8.5,-137.5,,,,,,,75.193184,83.45558
8.5,-136.5,,,,,,,74.98657,83.46281
8.5,-135.5,,,,,,,75.1343,83.48141
8.5,-134.5,,,,,,,75.35382,83.3967
8.5,-133.5,,,,,,,75.265495,83.36415
8.5,-132.5,,,,,,,75.225204,83.44576
8.5,-131.5,,,,,,,75.27841,83.4406
8.5,-130.5,,,,,,,75.15186,83.55785
8.5,-129.5,,,,,,,75.181816,83.52376
8.5,-128.5,,,,,,,75.0718,83.65806
8.5,-127.5,,,,,,,75.00878,83.6751
8.5,-126.5,,,,,,,75.02841,83.58058
8.5,-125.5,,,,,,,75.07025,83.66891
8.5,-124.5,,,,,,,75.09091,83.7908
8.5,-123.5,,,,,,,74.96591,83.7407
8.5,-122.5,,,,,,,74.733475,83.77325
8.5,-121.5,,,,,,,74.79442,83.77376
8.5,-120.5,,,,,,,74.828514,83.869835
8.5,-119.5,,,,,,,74.69215,83.63998
